statename,districtname,crop,cropyear,season,area,production,statenorm,districtnorm,yieldcalc,lat,lon,Rainfall_sum_x,Tavg_mean_x,Tmax_mean_x,Tmin_mean_x,ET0_sum_x,GDD_sum_x,Rainfall_sum_y,Tavg_mean_y,Tmax_mean_y,Tmin_mean_y,ET0_sum_y,GDD_sum_y
Maharashtra,DHULE,Castor seed,2010,Kharif,100.0,40.0,maharashtra,dhule,0.4,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Cotton(lint),2010,Kharif,133100.0,335900.0,maharashtra,dhule,2.5236664162283997,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Groundnut,2010,Kharif,21100.0,27900.0,maharashtra,dhule,1.3222748815165877,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Jowar,2010,Kharif,24500.0,53900.0,maharashtra,dhule,2.2,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Maize,2010,Kharif,46000.0,156500.0,maharashtra,dhule,3.402173913043478,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Moong(Green Gram),2010,Kharif,20600.0,20200.0,maharashtra,dhule,0.9805825242718447,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Ragi,2010,Kharif,3000.0,3600.0,maharashtra,dhule,1.2,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Rice,2010,Kharif,5000.0,6700.0,maharashtra,dhule,1.34,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Sesamum,2010,Kharif,3800.0,1800.0,maharashtra,dhule,0.47368421052631576,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Soyabean,2010,Kharif,21100.0,47100.0,maharashtra,dhule,2.2322274881516586,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Sugarcane,2010,Kharif,5300.0,442600.0,maharashtra,dhule,83.50943396226415,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Urad,2010,Kharif,10200.0,9700.0,maharashtra,dhule,0.9509803921568627,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Gram,2010,Rabi,22600.0,20000.0,maharashtra,dhule,0.8849557522123894,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Jowar,2010,Rabi,9700.0,16100.0,maharashtra,dhule,1.6597938144329898,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Maize,2010,Rabi,2200.0,7200.0,maharashtra,dhule,3.272727272727273,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Rapeseed &Mustard,2010,Rabi,500.0,200.0,maharashtra,dhule,0.4,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,DHULE,Wheat,2010,Rabi,30300.0,65300.0,maharashtra,dhule,2.155115511551155,21.1305215,74.4900614,,,,,,,0.0,26.090767123287673,32.79824657534246,20.468219178082197,529.104396991718,6071.130000000006
Maharashtra,GADCHIROLI,Arhar/Tur,2010,Kharif,6800.0,6400.0,maharashtra,gadchiroli,0.9411764705882353,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Cotton(lint),2010,Kharif,2800.0,4300.0,maharashtra,gadchiroli,1.5357142857142858,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Maize,2010,Kharif,1900.0,4600.0,maharashtra,gadchiroli,2.4210526315789473,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Moong(Green Gram),2010,Kharif,400.0,200.0,maharashtra,gadchiroli,0.5,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Rice,2010,Kharif,156800.0,233200.0,maharashtra,gadchiroli,1.4872448979591837,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Sesamum,2010,Kharif,700.0,300.0,maharashtra,gadchiroli,0.42857142857142855,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Soyabean,2010,Kharif,7500.0,6900.0,maharashtra,gadchiroli,0.92,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Urad,2010,Kharif,100.0,100.0,maharashtra,gadchiroli,1.0,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Gram,2010,Rabi,2800.0,1800.0,maharashtra,gadchiroli,0.6428571428571429,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Jowar,2010,Rabi,3500.0,2600.0,maharashtra,gadchiroli,0.7428571428571429,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Linseed,2010,Rabi,2800.0,600.0,maharashtra,gadchiroli,0.21428571428571427,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Maize,2010,Rabi,1200.0,2500.0,maharashtra,gadchiroli,2.0833333333333335,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Rapeseed &Mustard,2010,Rabi,900.0,300.0,maharashtra,gadchiroli,0.3333333333333333,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Sesamum,2010,Rabi,1400.0,400.0,maharashtra,gadchiroli,0.2857142857142857,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GADCHIROLI,Wheat,2010,Rabi,1100.0,1000.0,maharashtra,gadchiroli,0.9090909090909091,19.7590704,80.1622807,,,,,,,0.0,27.654027397260275,33.95408219178082,22.092657534246573,597.2363904867173,6578.529999999999
Maharashtra,GONDIA,Arhar/Tur,2010,Kharif,5300.0,5000.0,maharashtra,gondia,0.9433962264150944,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Maize,2010,Kharif,100.0,200.0,maharashtra,gondia,2.0,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Rice,2010,Kharif,178200.0,306000.0,maharashtra,gondia,1.7171717171717171,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Sesamum,2010,Kharif,1100.0,200.0,maharashtra,gondia,0.18181818181818182,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Sugarcane,2010,Kharif,400.0,21600.0,maharashtra,gondia,54.0,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Urad,2010,Kharif,100.0,100.0,maharashtra,gondia,1.0,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Gram,2010,Rabi,4600.0,2700.0,maharashtra,gondia,0.5869565217391305,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Linseed,2010,Rabi,7900.0,1800.0,maharashtra,gondia,0.22784810126582278,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Maize,2010,Rabi,100.0,200.0,maharashtra,gondia,2.0,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Rapeseed &Mustard,2010,Rabi,300.0,100.0,maharashtra,gondia,0.3333333333333333,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,GONDIA,Wheat,2010,Rabi,2700.0,2000.0,maharashtra,gondia,0.7407407407407407,21.455228,80.1962729,,,,,,,0.0,27.103397260273972,33.60246575342466,21.264876712328768,589.0847489954886,6363.290000000005
Maharashtra,HINGOLI,Arhar/Tur,2010,Kharif,29100.0,22300.0,maharashtra,hingoli,0.7663230240549829,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Bajra,2010,Kharif,200.0,200.0,maharashtra,hingoli,1.0,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Castor seed,2010,Kharif,400.0,100.0,maharashtra,hingoli,0.25,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Cotton(lint),2010,Kharif,81900.0,133300.0,maharashtra,hingoli,1.6275946275946276,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Jowar,2010,Kharif,40800.0,46900.0,maharashtra,hingoli,1.1495098039215685,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Maize,2010,Kharif,600.0,500.0,maharashtra,hingoli,0.8333333333333334,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Moong(Green Gram),2010,Kharif,19900.0,10300.0,maharashtra,hingoli,0.5175879396984925,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Niger seed,2010,Kharif,300.0,100.0,maharashtra,hingoli,0.3333333333333333,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Rice,2010,Kharif,1100.0,700.0,maharashtra,hingoli,0.6363636363636364,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Sesamum,2010,Kharif,1100.0,300.0,maharashtra,hingoli,0.2727272727272727,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Soyabean,2010,Kharif,148300.0,237400.0,maharashtra,hingoli,1.6008091706001348,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Sugarcane,2010,Kharif,4600.0,303600.0,maharashtra,hingoli,66.0,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Sunflower,2010,Kharif,200.0,100.0,maharashtra,hingoli,0.5,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Urad,2010,Kharif,16300.0,9800.0,maharashtra,hingoli,0.6012269938650306,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Gram,2010,Rabi,42400.0,27900.0,maharashtra,hingoli,0.6580188679245284,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Jowar,2010,Rabi,26500.0,17300.0,maharashtra,hingoli,0.6528301886792452,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Linseed,2010,Rabi,500.0,100.0,maharashtra,hingoli,0.2,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Maize,2010,Rabi,800.0,1700.0,maharashtra,hingoli,2.125,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Safflower,2010,Rabi,26400.0,15400.0,maharashtra,hingoli,0.5833333333333334,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Sunflower,2010,Rabi,3700.0,2000.0,maharashtra,hingoli,0.5405405405405406,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,HINGOLI,Wheat,2010,Rabi,34400.0,57200.0,maharashtra,hingoli,1.6627906976744187,19.5431163,77.1739432,,,,,,,0.0,26.87186301369863,33.05221917808218,21.32613698630137,562.4992472228062,6274.05
Maharashtra,JALGAON,Arhar/Tur,2010,Kharif,16000.0,14300.0,maharashtra,jalgaon,0.89375,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Bajra,2010,Kharif,35800.0,49800.0,maharashtra,jalgaon,1.3910614525139664,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Castor seed,2010,Kharif,100.0,40.0,maharashtra,jalgaon,0.4,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Cotton(lint),2010,Kharif,509700.0,1097100.0,maharashtra,jalgaon,2.1524426133019423,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Groundnut,2010,Kharif,1900.0,2400.0,maharashtra,jalgaon,1.263157894736842,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Jowar,2010,Kharif,117300.0,271200.0,maharashtra,jalgaon,2.312020460358056,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Maize,2010,Kharif,75000.0,249000.0,maharashtra,jalgaon,3.32,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Moong(Green Gram),2010,Kharif,43200.0,29100.0,maharashtra,jalgaon,0.6736111111111112,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Sesamum,2010,Kharif,14700.0,7400.0,maharashtra,jalgaon,0.5034013605442177,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Soyabean,2010,Kharif,12900.0,26200.0,maharashtra,jalgaon,2.0310077519379846,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Sugarcane,2010,Kharif,11200.0,877000.0,maharashtra,jalgaon,78.30357142857143,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Sunflower,2010,Kharif,3400.0,1400.0,maharashtra,jalgaon,0.4117647058823529,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Urad,2010,Kharif,44400.0,31000.0,maharashtra,jalgaon,0.6981981981981982,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Gram,2010,Rabi,70600.0,82200.0,maharashtra,jalgaon,1.1643059490084986,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Jowar,2010,Rabi,54500.0,89400.0,maharashtra,jalgaon,1.6403669724770642,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Maize,2010,Rabi,11800.0,34600.0,maharashtra,jalgaon,2.9322033898305087,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Rapeseed &Mustard,2010,Rabi,100.0,100.0,maharashtra,jalgaon,1.0,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Safflower,2010,Rabi,500.0,500.0,maharashtra,jalgaon,1.0,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Sunflower,2010,Rabi,1200.0,700.0,maharashtra,jalgaon,0.5833333333333334,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALGAON,Wheat,2010,Rabi,66000.0,164600.0,maharashtra,jalgaon,2.493939393939394,20.8428826,75.5261246,,,,,,,0.0,27.047863013698635,33.71819178082192,21.081205479452052,594.5699634777718,6350.890000000006
Maharashtra,JALNA,Arhar/Tur,2010,Kharif,53100.0,54000.0,maharashtra,jalna,1.0169491525423728,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Bajra,2010,Kharif,41300.0,44300.0,maharashtra,jalna,1.0726392251815982,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Castor seed,2010,Kharif,100.0,40.0,maharashtra,jalna,0.4,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Cotton(lint),2010,Kharif,303300.0,776600.0,maharashtra,jalna,2.560501153972964,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Groundnut,2010,Kharif,500.0,400.0,maharashtra,jalna,0.8,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Jowar,2010,Kharif,4200.0,5200.0,maharashtra,jalna,1.2380952380952381,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Maize,2010,Kharif,60800.0,175700.0,maharashtra,jalna,2.8898026315789473,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Moong(Green Gram),2010,Kharif,38500.0,26300.0,maharashtra,jalna,0.6831168831168831,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Niger seed,2010,Kharif,200.0,100.0,maharashtra,jalna,0.5,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Sesamum,2010,Kharif,900.0,200.0,maharashtra,jalna,0.2222222222222222,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Soyabean,2010,Kharif,49300.0,80000.0,maharashtra,jalna,1.6227180527383367,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Sugarcane,2010,Kharif,19300.0,1192700.0,maharashtra,jalna,61.7979274611399,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Sunflower,2010,Kharif,1700.0,1000.0,maharashtra,jalna,0.5882352941176471,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Urad,2010,Kharif,14800.0,9700.0,maharashtra,jalna,0.6554054054054054,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Gram,2010,Rabi,26100.0,19900.0,maharashtra,jalna,0.7624521072796935,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Jowar,2010,Rabi,130700.0,98900.0,maharashtra,jalna,0.7566947207345065,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Linseed,2010,Rabi,600.0,250.0,maharashtra,jalna,0.4166666666666667,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Maize,2010,Rabi,2700.0,8100.0,maharashtra,jalna,3.0,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Rapeseed &Mustard,2010,Rabi,600.0,200.0,maharashtra,jalna,0.3333333333333333,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Safflower,2010,Rabi,9500.0,6500.0,maharashtra,jalna,0.6842105263157895,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Sunflower,2010,Rabi,2400.0,1100.0,maharashtra,jalna,0.4583333333333333,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,JALNA,Wheat,2010,Rabi,30900.0,51600.0,maharashtra,jalna,1.6699029126213591,19.918833,75.8708599,,,,,,,0.0,25.82134246575343,32.24854794520548,20.13794520547945,515.108040801272,5910.535000000002
Maharashtra,KOLHAPUR,Arhar/Tur,2010,Kharif,2400.0,800.0,maharashtra,kolhapur,0.3333333333333333,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Castor seed,2010,Kharif,200.0,100.0,maharashtra,kolhapur,0.5,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Cotton(lint),2010,Kharif,100.0,200.0,maharashtra,kolhapur,2.0,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Groundnut,2010,Kharif,58300.0,88400.0,maharashtra,kolhapur,1.516295025728988,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Jowar,2010,Kharif,8000.0,15100.0,maharashtra,kolhapur,1.8875,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Maize,2010,Kharif,3200.0,8300.0,maharashtra,kolhapur,2.59375,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Moong(Green Gram),2010,Kharif,3000.0,1900.0,maharashtra,kolhapur,0.6333333333333333,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Niger seed,2010,Kharif,800.0,300.0,maharashtra,kolhapur,0.375,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Ragi,2010,Kharif,21900.0,40700.0,maharashtra,kolhapur,1.8584474885844748,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Rice,2010,Kharif,111500.0,321600.0,maharashtra,kolhapur,2.884304932735426,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Soyabean,2010,Kharif,49200.0,137100.0,maharashtra,kolhapur,2.7865853658536586,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
Maharashtra,KOLHAPUR,Sugarcane,2010,Kharif,139900.0,12591000.0,maharashtra,kolhapur,90.0,16.7028412,74.2405329,,,,,,,0.0,25.198027397260276,31.631205479452053,20.15495890410959,443.6840022662496,5800.9749999999985
