statename,districtname,crop,cropyear,season,area,production,statenorm,districtnorm,yieldcalc,lat,lon,Rainfall_sum_x,Tavg_mean_x,Tmax_mean_x,Tmin_mean_x,ET0_sum_x,GDD_sum_x,Rainfall_sum_y,Tavg_mean_y,Tmax_mean_y,Tmin_mean_y,ET0_sum_y,GDD_sum_y
Andhra Pradesh,KRISHNA,Moong(Green Gram),2010,Rabi,1910.0,1091.0,andhra pradesh,krishna,0.5712041884816754,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Onion,2010,Rabi,16.0,209.0,andhra pradesh,krishna,13.0625,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Rapeseed &Mustard,2010,Rabi,487.0,1180.0,andhra pradesh,krishna,2.42299794661191,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Rice,2010,Rabi,94991.0,367710.0,andhra pradesh,krishna,3.8709983051025887,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Sesamum,2010,Rabi,285.0,65.0,andhra pradesh,krishna,0.22807017543859648,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Urad,2010,Rabi,127896.0,79807.0,andhra pradesh,krishna,0.6239991868393069,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Arecanut,2010,Whole Year,9.0,4.0,andhra pradesh,krishna,0.4444444444444444,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Banana,2010,Whole Year,1465.0,33847.0,andhra pradesh,krishna,23.103754266211602,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Cashewnut,2010,Whole Year,170.0,41.0,andhra pradesh,krishna,0.2411764705882353,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Dry ginger,2010,Whole Year,43.0,401.0,andhra pradesh,krishna,9.325581395348838,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Ginger,2010,Whole Year,43.0,401.0,andhra pradesh,krishna,9.325581395348838,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Sugarcane,2010,Whole Year,16144.0,1527716.0,andhra pradesh,krishna,94.63057482656095,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Sunflower,2010,Whole Year,76.0,94.0,andhra pradesh,krishna,1.236842105263158,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Sweet potato,2010,Whole Year,1.0,13.0,andhra pradesh,krishna,13.0,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Tobacco,2010,Whole Year,5160.0,12771.0,andhra pradesh,krishna,2.475,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KRISHNA,Turmeric,2010,Whole Year,2014.0,17252.0,andhra pradesh,krishna,8.566037735849056,16.2129438,81.0283082,,,,,,,0.0,28.034246575342465,29.755287671232878,26.67276712328767,272.0452733723899,6648.1200000000035
Andhra Pradesh,KURNOOL,Arhar/Tur,2010,Kharif,68092.0,29075.0,andhra pradesh,kurnool,0.4269958291722963,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Bajra,2010,Kharif,7195.0,10692.0,andhra pradesh,kurnool,1.4860319666435025,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Castor seed,2010,Kharif,71168.0,62414.0,andhra pradesh,kurnool,0.8769952787769785,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Cotton(lint),2010,Kharif,54003.0,111375.0,andhra pradesh,kurnool,2.0623854230320537,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Dry chillies,2010,Kharif,10908.0,31546.0,andhra pradesh,kurnool,2.892005867253392,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Groundnut,2010,Kharif,153489.0,91633.0,andhra pradesh,kurnool,0.5970004365133658,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Jowar,2010,Kharif,1555.0,5057.0,andhra pradesh,kurnool,3.252090032154341,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Maize,2010,Kharif,14588.0,78498.0,andhra pradesh,kurnool,5.380998080614203,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Mesta,2010,Kharif,447.0,4001.0,andhra pradesh,kurnool,8.950782997762863,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Moong(Green Gram),2010,Kharif,6683.0,2119.0,andhra pradesh,kurnool,0.3170731707317073,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Onion,2010,Kharif,16300.0,360197.0,andhra pradesh,kurnool,22.0979754601227,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Rice,2010,Kharif,104110.0,291475.0,andhra pradesh,kurnool,2.7996830275669966,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Sesamum,2010,Kharif,66.0,11.0,andhra pradesh,kurnool,0.16666666666666666,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Small millets,2010,Kharif,9741.0,9049.0,andhra pradesh,kurnool,0.9289600657016733,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Soyabean,2010,Kharif,130.0,221.0,andhra pradesh,kurnool,1.7,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Urad,2010,Kharif,8143.0,3436.0,andhra pradesh,kurnool,0.42195750951737687,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Arhar/Tur,2010,Rabi,2081.0,889.0,andhra pradesh,kurnool,0.4271984622777511,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Bajra,2010,Rabi,416.0,618.0,andhra pradesh,kurnool,1.4855769230769231,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Dry chillies,2010,Rabi,636.0,1299.0,andhra pradesh,kurnool,2.042452830188679,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Gram,2010,Rabi,217475.0,265102.0,andhra pradesh,kurnool,1.218999885044258,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Groundnut,2010,Rabi,25403.0,59265.0,andhra pradesh,kurnool,2.332992166279573,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Horse-gram,2010,Rabi,965.0,543.0,andhra pradesh,kurnool,0.5626943005181347,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Jowar,2010,Rabi,54101.0,98410.0,andhra pradesh,kurnool,1.8190051939890206,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Maize,2010,Rabi,5551.0,50608.0,andhra pradesh,kurnool,9.116915871014232,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Moong(Green Gram),2010,Rabi,1525.0,535.0,andhra pradesh,kurnool,0.35081967213114756,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Onion,2010,Rabi,3014.0,84151.0,andhra pradesh,kurnool,27.920039814200397,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Ragi,2010,Rabi,5.0,7.0,andhra pradesh,kurnool,1.4,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Rapeseed &Mustard,2010,Rabi,4909.0,12582.0,andhra pradesh,kurnool,2.563047463841923,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Rice,2010,Rabi,32967.0,105626.0,andhra pradesh,kurnool,3.2039918706585375,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Safflower,2010,Rabi,827.0,789.0,andhra pradesh,kurnool,0.9540507859733979,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Sesamum,2010,Rabi,615.0,216.0,andhra pradesh,kurnool,0.35121951219512193,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Small millets,2010,Rabi,410.0,381.0,andhra pradesh,kurnool,0.9292682926829269,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Urad,2010,Rabi,13373.0,7141.0,andhra pradesh,kurnool,0.5339863904882973,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Wheat,2010,Rabi,563.0,808.0,andhra pradesh,kurnool,1.4351687388987566,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Banana,2010,Whole Year,2018.0,54942.0,andhra pradesh,kurnool,27.225966303270564,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Coriander,2010,Whole Year,3659.0,2477.0,andhra pradesh,kurnool,0.6769609182836841,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Potato,2010,Whole Year,14.0,157.0,andhra pradesh,kurnool,11.214285714285714,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Sugarcane,2010,Whole Year,1738.0,168912.0,andhra pradesh,kurnool,97.18757192174914,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Sunflower,2010,Whole Year,78213.0,63375.0,andhra pradesh,kurnool,0.8102872923938476,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Sweet potato,2010,Whole Year,6.0,77.0,andhra pradesh,kurnool,12.833333333333334,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Tobacco,2010,Whole Year,12141.0,21405.0,andhra pradesh,kurnool,1.763034346429454,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,KURNOOL,Turmeric,2010,Whole Year,1918.0,15098.0,andhra pradesh,kurnool,7.871741397288843,15.8309251,78.0425373,,,,,,,0.0,27.4378904109589,33.64649315068493,22.063068493150688,560.1650099830513,6516.994999999997
Andhra Pradesh,PRAKASAM,Arhar/Tur,2010,Kharif,87971.0,30174.0,andhra pradesh,prakasam,0.34299939752873104,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Bajra,2010,Kharif,18830.0,40729.0,andhra pradesh,prakasam,2.1629845990440786,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Castor seed,2010,Kharif,5421.0,2569.0,andhra pradesh,prakasam,0.47389780483305666,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Cotton(lint),2010,Kharif,51421.0,115063.0,andhra pradesh,prakasam,2.2376655452052665,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Dry chillies,2010,Kharif,12605.0,40210.0,andhra pradesh,prakasam,3.190003966679889,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Groundnut,2010,Kharif,2378.0,388.0,andhra pradesh,prakasam,0.1631623212783852,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Jowar,2010,Kharif,124.0,179.0,andhra pradesh,prakasam,1.4435483870967742,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Maize,2010,Kharif,260.0,1460.0,andhra pradesh,prakasam,5.615384615384615,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2010,Kharif,26840.0,7005.0,andhra pradesh,prakasam,0.2609910581222057,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Onion,2010,Kharif,303.0,6017.0,andhra pradesh,prakasam,19.858085808580856,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Rice,2010,Kharif,48878.0,143300.0,andhra pradesh,prakasam,2.931789353083187,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Sesamum,2010,Kharif,36694.0,4183.0,andhra pradesh,prakasam,0.11399683872022674,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Small millets,2010,Kharif,255.0,443.0,andhra pradesh,prakasam,1.7372549019607844,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Soyabean,2010,Kharif,2.0,4.0,andhra pradesh,prakasam,2.0,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Urad,2010,Kharif,2352.0,993.0,andhra pradesh,prakasam,0.4221938775510204,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Bajra,2010,Rabi,990.0,2141.0,andhra pradesh,prakasam,2.1626262626262625,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Dry chillies,2010,Rabi,4207.0,24194.0,andhra pradesh,prakasam,5.750891371523651,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Gram,2010,Rabi,73323.0,123549.0,andhra pradesh,prakasam,1.6849965222372243,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Groundnut,2010,Rabi,5844.0,14487.0,andhra pradesh,prakasam,2.478952772073922,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Horse-gram,2010,Rabi,191.0,79.0,andhra pradesh,prakasam,0.41361256544502617,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Jowar,2010,Rabi,3803.0,6199.0,andhra pradesh,prakasam,1.6300289245332633,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Maize,2010,Rabi,8734.0,73139.0,andhra pradesh,prakasam,8.374055415617129,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2010,Rabi,1507.0,960.0,andhra pradesh,prakasam,0.6370272063702721,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Onion,2010,Rabi,60.0,783.0,andhra pradesh,prakasam,13.05,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Ragi,2010,Rabi,1076.0,1542.0,andhra pradesh,prakasam,1.433085501858736,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Rapeseed &Mustard,2010,Rabi,155.0,376.0,andhra pradesh,prakasam,2.425806451612903,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Rice,2010,Rabi,107903.0,376150.0,andhra pradesh,prakasam,3.486001315996775,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Sesamum,2010,Rabi,3256.0,742.0,andhra pradesh,prakasam,0.2278869778869779,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Small millets,2010,Rabi,668.0,709.0,andhra pradesh,prakasam,1.061377245508982,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Urad,2010,Rabi,16883.0,6365.0,andhra pradesh,prakasam,0.3770064561985429,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Banana,2010,Whole Year,292.0,7444.0,andhra pradesh,prakasam,25.493150684931507,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Cashewnut,2010,Whole Year,1056.0,253.0,andhra pradesh,prakasam,0.23958333333333334,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Coriander,2010,Whole Year,843.0,571.0,andhra pradesh,prakasam,0.6773428232502966,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Sugarcane,2010,Whole Year,331.0,27142.0,andhra pradesh,prakasam,82.0,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Sunflower,2010,Whole Year,18503.0,22870.0,andhra pradesh,prakasam,1.2360157812246664,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Sweet potato,2010,Whole Year,137.0,1918.0,andhra pradesh,prakasam,14.0,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Tobacco,2010,Whole Year,81271.0,127518.0,andhra pradesh,prakasam,1.5690467694503574,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,PRAKASAM,Turmeric,2010,Whole Year,532.0,3248.0,andhra pradesh,prakasam,6.105263157894737,15.6642643,79.4733001,,,,,,,0.0,27.32769863013699,33.32679452054794,22.617808219178084,533.0914261940945,6559.889999999994
Andhra Pradesh,SPSR NELLORE,Arhar/Tur,2010,Kharif,3110.0,1574.0,andhra pradesh,spsr nellore,0.5061093247588424,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Bajra,2010,Kharif,1550.0,3684.0,andhra pradesh,spsr nellore,2.3767741935483873,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Cotton(lint),2010,Kharif,8255.0,14718.0,andhra pradesh,spsr nellore,1.7829194427619623,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Dry chillies,2010,Kharif,7.0,23.0,andhra pradesh,spsr nellore,3.2857142857142856,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Groundnut,2010,Kharif,5840.0,12655.0,andhra pradesh,spsr nellore,2.1669520547945207,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Maize,2010,Kharif,53.0,158.0,andhra pradesh,spsr nellore,2.981132075471698,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),2010,Kharif,1913.0,476.0,andhra pradesh,spsr nellore,0.2488238369053842,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Onion,2010,Kharif,229.0,4548.0,andhra pradesh,spsr nellore,19.860262008733624,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Ragi,2010,Kharif,23.0,23.0,andhra pradesh,spsr nellore,1.0,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Rice,2010,Kharif,69873.0,228485.0,andhra pradesh,spsr nellore,3.270004150387131,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Sesamum,2010,Kharif,11031.0,4567.0,andhra pradesh,spsr nellore,0.41401504849968274,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Urad,2010,Kharif,2086.0,880.0,andhra pradesh,spsr nellore,0.4218600191754554,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Arhar/Tur,2010,Rabi,363.0,184.0,andhra pradesh,spsr nellore,0.5068870523415978,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
Andhra Pradesh,SPSR NELLORE,Bajra,2010,Rabi,57.0,135.0,andhra pradesh,spsr nellore,2.3684210526315788,14.7174388,79.6605057,,,,,,,0.0,27.32224657534246,33.230219178082194,22.697945205479453,541.5407227189402,6556.889999999993
