yieldcalc,production,area
5.803279,354.0,61.0
1.8125,29.0,16.0
0.46380472,551.0,1188.0
0.33333334,4.0,12.0
1.4920802,1413.0,947.0
0.36942676,58.0,157.0
1.7348485,687.0,396.0
0.24336283,55.0,226.0
0.42028984,87.0,207.0
2.5880728,659384.0,254778.0
0.43453237,302.0,695.0
0.2857143,6.0,21.0
1.52,76.0,50.0
0.44956774,156.0,347.0
0.25857338,377.0,1458.0
1.032258,160.0,155.0
0.3125,10.0,32.0
0.786315,16548.0,21045.0
0.26351622,658.0,2497.0
0.2857143,8.0,28.0
0.23140496,28.0,121.0
0.41101694,97.0,236.0
0.3529412,72.0,204.0
0.35854152,531.0,1481.0
0.25,5.0,20.0
0.22900763,30.0,131.0
1.489291,4033.0,2708.0
39.76923,517.0,13.0
0.30555555,22.0,72.0
0.52371544,265.0,506.0
1.25,5.0,4.0
2.9473684,56.0,19.0
5.6083746,2277.0,406.0
5.3436427,1555.0,291.0
0.5,1.0,2.0
3.0810812,114.0,37.0
5.392857,151.0,28.0
0.85714287,6.0,7.0
0.47089696,1974.0,4192.0
0.33333334,7.0,21.0
1.5553092,6313.0,4059.0
0.27490723,963.0,3503.0
1.5648148,169.0,108.0
1.6978441,10002.0,5891.0
1.6666666,25.0,15.0
0.2777778,10.0,36.0
0.15722711,3359.0,21364.0
0.27134147,89.0,328.0
0.21628499,85.0,393.0
1.3786635,247335.0,179402.0
0.37593985,100.0,266.0
0.26101413,942.0,3609.0
1.1986301,175.0,146.0
0.3424265,5021.0,14663.0
0.5,9.0,18.0
0.9858906,1118.0,1134.0
0.5277778,171.0,324.0
0.24038461,275.0,1144.0
0.29411766,135.0,459.0
0.05,25.0,500.0
0.33799535,290.0,858.0
0.37154555,1815.0,4885.0
1.4987321,1773.0,1183.0
31.125,747.0,24.0
0.20512821,8.0,39.0
0.49056605,130.0,265.0
0.90909094,10.0,11.0
2.890511,396.0,137.0
8.225654,3463.0,421.0
5.159301,10623.0,2059.0
0.33333334,31.0,93.0
2.909091,128.0,44.0
5.5898733,2208.0,395.0
0.73015875,46.0,63.0
0.36433816,1935.0,5311.0
0.8333333,5.0,6.0
1.7988827,322.0,179.0
1.6177778,364.0,225.0
1.4359899,3982.0,2773.0
0.21428572,3.0,14.0
0.18181819,70.0,385.0
0.22222222,2.0,9.0
1.5772674,151006.0,95739.0
0.2722063,190.0,698.0
0.17012785,2515.0,14783.0
1.2728552,41602.0,32684.0
1.0,5.0,5.0
0.35536844,844.0,2375.0
0.90801483,58300.0,64206.0
0.51121545,2940.0,5751.0
0.27393618,206.0,752.0
0.325478,732.0,2249.0
0.14285715,1.0,7.0
0.33333334,2.0,6.0
0.32307693,147.0,455.0
0.3729389,769.0,2062.0
0.28846154,30.0,104.0
1.1016136,6895.0,6259.0
0.25,22.0,88.0
0.54867256,124.0,226.0
1.2857143,9.0,7.0
1.2727273,14.0,11.0
4.366667,917.0,210.0
4.4387755,435.0,98.0
1.8639476,6261.0,3359.0
6.0,330.0,55.0
0.5619048,354.0,630.0
0.31805232,2456.0,7722.0
1.9503546,550.0,282.0
2.0356026,18868.0,9269.0
3.0,3.0,1.0
0.40308583,418.0,1037.0
0.2199074,95.0,432.0
0.118329465,51.0,431.0
0.2748252,393.0,1430.0
2.2219176,385716.0,173596.0
0.4864865,360.0,740.0
0.3261897,5038.0,15445.0
0.21875,7.0,32.0
0.42285714,2220.0,5250.0
1.1696552,848.0,725.0
0.25,1.0,4.0
0.95328945,1449.0,1520.0
0.3387271,314.0,927.0
0.30666667,23.0,75.0
0.33333334,18.0,54.0
0.22222222,2.0,9.0
0.3288719,516.0,1569.0
0.45270815,560.0,1237.0
0.29090908,16.0,55.0
1.7163461,1428.0,832.0
46.57143,326.0,7.0
0.28723404,27.0,94.0
0.45416668,109.0,240.0
1.2631578,24.0,19.0
3.0,63.0,21.0
5.4418607,468.0,86.0
5.6666665,153.0,27.0
0.43373495,36.0,83.0
2.6666667,8.0,3.0
6.7865167,604.0,89.0
0.84615386,11.0,13.0
0.46395433,650.0,1401.0
0.5,4.0,8.0
1.2413793,360.0,290.0
0.29815593,1633.0,5477.0
1.318801,484.0,367.0
1.4702101,6860.0,4666.0
2.3023255,99.0,43.0
0.21348314,19.0,89.0
0.24444444,99.0,405.0
0.427907,276.0,645.0
1.1950699,130510.0,109207.0
0.2886076,456.0,1580.0
0.2518592,508.0,2017.0
0.6666667,2.0,3.0
0.5,3.0,6.0
0.21858752,1009.0,4616.0
0.53070176,121.0,228.0
0.8939394,295.0,330.0
0.71007806,2001.0,2818.0
0.2437673,352.0,1444.0
0.27083334,13.0,48.0
0.25,1.0,4.0
0.061170213,23.0,376.0
0.32512316,66.0,203.0
0.3580574,811.0,2265.0
0.25,1.0,4.0
0.9955224,667.0,670.0
0.33333334,3.0,9.0
0.45384616,59.0,130.0
1.25,10.0,8.0
2.9333334,44.0,15.0
5.6089745,875.0,156.0
4.4805827,923.0,206.0
3.0,12.0,4.0
5.4074073,438.0,81.0
0.8,4.0,5.0
0.47090095,1683.0,3574.0
0.9723757,176.0,181.0
0.16395223,453.0,2763.0
0.84013605,494.0,588.0
1.6276855,13334.0,8192.0
1.6666666,320.0,192.0
0.1,2.0,20.0
0.17325084,364.0,2101.0
0.33333334,1.0,3.0
1.0888355,73896.0,67867.0
0.25430068,340.0,1337.0
0.21382022,1903.0,8900.0
0.17352642,683.0,3936.0
0.48550725,67.0,138.0
0.83879095,333.0,397.0
0.49739584,191.0,384.0
0.23446105,298.0,1271.0
0.18324608,35.0,191.0
0.28915662,72.0,249.0
0.4045346,1356.0,3352.0
0.93385434,3346.0,3583.0
0.19444445,7.0,36.0
0.31730768,33.0,104.0
1.3125,21.0,16.0
1.875,105.0,56.0
3.7413793,434.0,116.0
4.589404,2772.0,604.0
0.1971831,14.0,71.0
3.0,3.0,1.0
4.34,434.0,100.0
0.88235295,15.0,17.0
0.27142859,209.0,770.0
1.2345397,7027.0,5692.0
0.30612245,30.0,98.0
1.4324324,53.0,37.0
1.5663717,177.0,113.0
2.4848485,82.0,33.0
0.25792813,732.0,2838.0
0.28688523,35.0,122.0
1.8245919,486688.0,266738.0
0.36201298,223.0,616.0
0.13872832,24.0,173.0
0.7234042,170.0,235.0
0.25398082,2568.0,10111.0
1.0584415,163.0,154.0
0.33333334,2.0,6.0
0.5151515,3060.0,5940.0
0.25786164,41.0,159.0
0.42857143,3.0,7.0
0.17994858,70.0,389.0
0.25,13.0,52.0
0.48756218,98.0,201.0
0.3586207,52.0,145.0
0.23529412,4.0,17.0
1.6182228,2149.0,1328.0
44.0,132.0,3.0
0.3653846,19.0,52.0
0.47987616,155.0,323.0
2.375,19.0,8.0
5.25,42.0,8.0
5.927419,735.0,124.0
0.34532374,48.0,139.0
2.6,39.0,15.0
2.0,4.0,2.0
0.57024795,69.0,121.0
0.366127,1176.0,3212.0
1.8,9.0,5.0
2.0052242,6525.0,3254.0
0.23834197,598.0,2509.0
0.16666667,3.0,18.0
0.2795389,97.0,347.0
1.7238026,51571.0,29917.0
0.43396226,23.0,53.0
0.1911002,700.0,3663.0
0.41010913,1428.0,3482.0
1.0263158,78.0,76.0
0.46666667,14.0,30.0
0.2,1.0,5.0
0.30851063,29.0,94.0
0.5808383,776.0,1336.0
1.9411764,33.0,17.0
40.0,160.0,4.0
0.2857143,2.0,7.0
0.4,6.0,15.0
1.0,1.0,1.0
5.0,40.0,8.0
9.0,54.0,6.0
1.8,9.0,5.0
5.8333335,105.0,18.0
1.0,1.0,1.0
0.47096774,1095.0,2325.0
0.52380955,11.0,21.0
1.11554,8284.0,7426.0
0.28929454,935.0,3232.0
1.6428572,23.0,14.0
1.8185567,1764.0,970.0
1.887324,134.0,71.0
0.28930482,541.0,1870.0
0.16919576,223.0,1318.0
0.29421094,371.0,1261.0
1.4004526,336652.0,240388.0
0.4027868,1243.0,3086.0
0.25296444,64.0,253.0
1.2307693,16.0,13.0
0.21667337,538.0,2483.0
0.23128726,4190.0,18116.0
1.023569,608.0,594.0
0.25,3.0,12.0
0.55363804,1187.0,2144.0
0.27217126,89.0,327.0
0.32596686,59.0,181.0
0.28934968,614.0,2122.0
0.22580644,63.0,279.0
0.37294117,317.0,850.0
0.40480962,606.0,1497.0
0.23076923,3.0,13.0
0.17816092,31.0,174.0
1.668574,3791.0,2272.0
31.67347,3104.0,98.0
0.1959799,39.0,199.0
0.51386625,315.0,613.0
1.3483965,925.0,686.0
2.890244,237.0,82.0
8.22357,4745.0,577.0
5.233831,5260.0,1005.0
0.03448276,9.0,261.0
2.9141915,883.0,303.0
5.784091,509.0,88.0
0.7207207,80.0,111.0
0.30054644,825.0,2745.0
0.6666667,4.0,6.0
0.33333334,2.0,6.0
1.6,8.0,5.0
1.4490011,1378.0,951.0
0.3117484,337.0,1081.0
1.5631068,161.0,103.0
1.2731893,1002.0,787.0
2.5,45.0,18.0
0.21085595,101.0,479.0
0.18181819,4.0,22.0
0.3164251,131.0,414.0
0.3550864,185.0,521.0
1.4129019,771395.0,545965.0
0.34718224,844.0,2431.0
0.14794189,611.0,4130.0
1.5644444,704.0,450.0
0.39506173,64.0,162.0
0.34450868,1490.0,4325.0
0.96363634,7473.0,7755.0
0.3401487,183.0,538.0
0.53505653,34486.0,64453.0
0.20326087,187.0,920.0
0.37757528,953.0,2524.0
0.17862022,523.0,2928.0
0.32472324,88.0,271.0
0.3707698,997.0,2689.0
0.34642357,494.0,1426.0
0.24210526,46.0,190.0
0.26614174,169.0,635.0
1.3696507,11842.0,8646.0
40.15,1606.0,40.0
0.4318182,247.0,572.0
0.44755244,448.0,1001.0
1.3243244,49.0,37.0
2.4285715,34.0,14.0
4.733728,2400.0,507.0
5.8956523,678.0,115.0
0.29032257,9.0,31.0
3.516129,436.0,124.0
5.327731,634.0,119.0
1.84375,59.0,32.0
0.36420527,1164.0,3196.0
0.75,9.0,12.0
0.3198672,578.0,1807.0
1.5090909,83.0,55.0
1.4371258,1920.0,1336.0
2.1403508,122.0,57.0
0.19836956,73.0,368.0
0.27586207,88.0,319.0
0.29268292,48.0,164.0
1.5982137,438569.0,274412.0
0.28284183,211.0,746.0
0.16466218,2615.0,15881.0
1.1850864,24888.0,21001.0
0.9076923,59.0,65.0
0.35539538,1627.0,4578.0
0.90625,29.0,32.0
0.98496765,45211.0,45901.0
0.24973433,235.0,941.0
0.4993715,19069.0,38186.0
0.27391368,1847.0,6743.0
0.32526475,430.0,1322.0
0.20769231,27.0,130.0
0.2032967,37.0,182.0
0.32344213,109.0,337.0
0.37280703,170.0,456.0
0.42857143,3.0,7.0
0.2847222,246.0,864.0
1.0087391,14313.0,14189.0
36.567566,1353.0,37.0
0.24299066,26.0,107.0
0.5707965,258.0,452.0
1.117647,19.0,17.0
2.878049,118.0,41.0
4.369697,721.0,165.0
4.35,174.0,40.0
0.25,7.0,28.0
1.875,60.0,32.0
0.575,23.0,40.0
0.9,27.0,30.0
0.47083718,7677.0,16305.0
1.7142857,12.0,7.0
1.1498551,9131.0,7941.0
0.16394413,1385.0,8448.0
1.330414,1671.0,1256.0
1.7633208,63804.0,36184.0
1.6672474,957.0,574.0
0.11,22.0,200.0
0.15905087,4424.0,27815.0
0.23908919,252.0,1054.0
0.23262031,87.0,374.0
1.0683014,323612.0,302922.0
0.2751082,1208.0,4391.0
0.18861936,4992.0,26466.0
0.5106383,24.0,47.0
0.2857143,12.0,42.0
0.17346123,2604.0,15012.0
0.5254237,930.0,1770.0
0.8954441,2732.0,3051.0
0.62041885,237.0,382.0
0.2738108,2550.0,9313.0
0.18431546,416.0,2257.0
0.18518518,5.0,27.0
0.28904504,905.0,3131.0
0.43796107,8549.0,19520.0
1.1822982,23737.0,20077.0
28.083334,337.0,12.0
0.2605156,192.0,737.0
0.5353846,522.0,975.0
1.349481,1170.0,867.0
2.0778146,1255.0,604.0
3.7411692,6143.0,1642.0
3.963243,26201.0,6611.0
0.18983957,71.0,374.0
2.843382,4103.0,1443.0
4.337591,4754.0,1096.0
0.5263158,10.0,19.0
0.9049676,419.0,463.0
0.8,1496.0,1870.0
1.0,20.0,20.0
1.1012346,446.0,405.0
1.0,100.0,100.0
0.75,60.0,80.0
1.6446857,2120.0,1289.0
1.9229941,19653.0,10220.0
0.59615386,62.0,104.0
1.0,80.0,80.0
0.8,1144.0,1430.0
1.0,80.0,80.0
1.0,2913.0,2913.0
2.0448277,1186.0,580.0
0.8125,130.0,160.0
1.0,330.0,330.0
0.7,112.0,160.0
1.0,39.0,39.0
80.0,32800.0,410.0
2.2307692,290.0,130.0
3.0151844,1390.0,461.0
0.84,126.0,150.0
0.92,23.0,25.0
2.419776,41896.0,17314.0
2.8473945,6885.0,2418.0
1.0912588,6242.0,5720.0
2.6552663,22437.0,8450.0
42.078014,5933.0,141.0
0.6666667,20.0,30.0
0.88,110.0,125.0
2.2769935,30325.0,13318.0
2.0,12.0,6.0
0.9660606,1594.0,1650.0
2.700664,20336.0,7530.0
55.353848,43176.0,780.0
1.0,1100.0,1100.0
1.40625,18000.0,12800.0
1.9357142,54200.0,28000.0
2.829828,592000.0,209200.0
1.0,100.0,100.0
1.0,200.0,200.0
2.0,200.0,100.0
0.45,900.0,2000.0
0.60714287,1700.0,2800.0
0.5,3000.0,6000.0
0.37328094,19000.0,50900.0
2.6434782,273600.0,103500.0
0.39583334,1900.0,4800.0
2.0,400.0,200.0
0.61538464,800.0,1300.0
0.75,3300.0,4400.0
1.1,1100.0,1000.0
1.5833334,1900.0,1200.0
2.3767362,547600.0,230400.0
2.7777777,5000.0,1800.0
0.5,500.0,1000.0
3.67,36700.0,10000.0
5.5,1100.0,200.0
0.6666667,200.0,300.0
20.5,4100.0,200.0
70.0,7000.0,100.0
1.0,700.0,700.0
1.7419355,16200.0,9300.0
2.0,2200.0,1100.0
4.2412767,1142600.0,269400.0
1.7299539,375400.0,217000.0
1.0833334,1300.0,1200.0
1.625,2600.0,1600.0
0.4516129,1400.0,3100.0
0.5,700.0,1400.0
0.36363637,400.0,1100.0
0.43589744,6800.0,15600.0
1.6666666,2000.0,1200.0
0.6086956,1400.0,2300.0
1.4583334,3500.0,2400.0
1.875,1500.0,800.0
1.25,500.0,400.0
1.5,300.0,200.0
3.7854545,208200.0,55000.0
2.3846154,3100.0,1300.0
1.775,7100.0,4000.0
0.5217391,1200.0,2300.0
0.5,2200.0,4400.0
1.0,100.0,100.0
5.7272725,12600.0,2200.0
27.38983,161600.0,5900.0
70.0,7000.0,100.0
1.0,900.0,900.0
1.2857143,36000.0,28000.0
1.9285715,2700.0,1400.0
4.3636365,14400.0,3300.0
1.0,100.0,100.0
1.0,100.0,100.0
0.4,400.0,1000.0
0.25,300.0,1200.0
0.41666666,500.0,1200.0
2.1117446,185200.0,87700.0
0.4,400.0,1000.0
2.0,29600.0,14800.0
0.5,100.0,200.0
0.6451613,2000.0,3100.0
1.0,400.0,400.0
1.9722222,7100.0,3600.0
1.1666666,2100.0,1800.0
1.5454545,3400.0,2200.0
1.9936,124600.0,62500.0
2.6547618,156100.0,58800.0
2.793911,119300.0,42700.0
1.7142857,1200.0,700.0
0.5625,900.0,1600.0
2.7333333,4100.0,1500.0
76.93023,661600.0,8600.0
1.0952381,2300.0,2100.0
6.0,600.0,100.0
1.0,100.0,100.0
23.0,4600.0,200.0
16.903225,52400.0,3100.0
1.2307693,3200.0,2600.0
0.80454546,106200.0,132000.0
2.3746803,185700.0,78200.0
3.513932,113500.0,32300.0
1.3186814,36000.0,27300.0
0.4318182,5700.0,13200.0
2.2040815,21600.0,9800.0
0.74626863,15000.0,20100.0
0.627451,3200.0,5100.0
0.6666667,1400.0,2100.0
0.5,2800.0,5600.0
0.33333334,500.0,1500.0
0.4611399,8900.0,19300.0
0.85,1700.0,2000.0
1.3333334,1200.0,900.0
1.8,900.0,500.0
1.2897196,13800.0,10700.0
1.54,184800.0,120000.0
1.9836066,12100.0,6100.0
3.0161464,280200.0,92900.0
2.3586419,382100.0,162000.0
1.7818182,9800.0,5500.0
0.5897436,2300.0,3900.0
1.1666666,700.0,600.0
0.7099768,30600.0,43100.0
25.898438,663000.0,25600.0
0.9262048,61500.0,66400.0
1.25,1000.0,800.0
1.6530613,8100.0,4900.0
1.8842906,223100.0,118400.0
1.9090909,2100.0,1100.0
1.2941177,4400.0,3400.0
1.6538461,4300.0,2600.0
0.46666667,700.0,1500.0
0.6,300.0,500.0
0.5555556,500.0,900.0
0.33333334,100.0,300.0
1.6842105,19200.0,11400.0
0.2631579,500.0,1900.0
0.8271605,6700.0,8100.0
0.7692308,2000.0,2600.0
1.4545455,1600.0,1100.0
1.0091743,11000.0,10900.0
1.8461539,2400.0,1300.0
0.7037037,3800.0,5400.0
2.0059524,33700.0,16800.0
2.4666667,3700.0,1500.0
1.8,4500.0,2500.0
2.0,600.0,300.0
0.55,1100.0,2000.0
3.0555556,5500.0,1800.0
1.0,100.0,100.0
63.555557,286000.0,4500.0
72.78846,1514000.0,20800.0
1.0,700.0,700.0
2.514223,114900.0,45700.0
2.0,600.0,300.0
4.729568,1423600.0,301000.0
2.0816126,211700.0,101700.0
1.625,5200.0,3200.0
0.46666667,1400.0,3000.0
0.6,300.0,500.0
0.54545456,600.0,1100.0
0.5,100.0,200.0
0.67105263,15300.0,22800.0
0.57894737,1100.0,1900.0
1.3846154,3600.0,2600.0
1.0833334,1300.0,1200.0
2.0,200.0,100.0
2.9305995,92900.0,31700.0
2.46,12300.0,5000.0
1.9634552,59100.0,30100.0
0.56,1400.0,2500.0
0.5,500.0,1000.0
6.2,3100.0,500.0
27.210526,982300.0,36100.0
70.0,7000.0,100.0
0.41379312,1200.0,2900.0
1.8484849,6100.0,3300.0
1.0434783,2400.0,2300.0
1.6296296,4400.0,2700.0
0.6086956,1400.0,2300.0
0.36363637,1600.0,4400.0
0.6730769,7000.0,10400.0
1.3,23400.0,18000.0
0.8125,2600.0,3200.0
0.6603774,3500.0,5300.0
1.4,2100.0,1500.0
0.6785714,1900.0,2800.0
3.375,8100.0,2400.0
1.7142857,1200.0,700.0
0.5,400.0,800.0
5.0,1500.0,300.0
28.333334,17000.0,600.0
1.2246376,16900.0,13800.0
2.0,800.0,400.0
1.0,100.0,100.0
2.0,1000.0,500.0
1.0833334,3900.0,3600.0
1.6991667,203900.0,120000.0
0.4,200.0,500.0
0.6666667,200.0,300.0
0.5,100.0,200.0
0.33333334,100.0,300.0
0.89385474,32000.0,35800.0
0.33333334,100.0,300.0
0.79710144,27500.0,34500.0
0.5925926,4800.0,8100.0
0.82071716,41200.0,50200.0
1.8846154,4900.0,2600.0
0.8,400.0,500.0
1.0,100.0,100.0
2.0,200.0,100.0
1.975976,65800.0,33300.0
1.8,1800.0,1000.0
0.5,800.0,1600.0
6.0,3600.0,600.0
28.833334,17300.0,600.0
1.0,500.0,500.0
1.3863636,12200.0,8800.0
2.2079208,66900.0,30300.0
3.7171052,113000.0,30400.0
1.8571428,5200.0,2800.0
1.0476191,2200.0,2100.0
2.0,600.0,300.0
0.6333333,1900.0,3000.0
0.6,300.0,500.0
0.5555556,500.0,900.0
2.30625,36900.0,16000.0
0.375,600.0,1600.0
2.0,200.0,100.0
0.6666667,400.0,600.0
1.0,100.0,100.0
1.0,400.0,400.0
1.6,800.0,500.0
1.0,300.0,300.0
1.64,8200.0,5000.0
1.875,3000.0,1600.0
3.2646239,117200.0,35900.0
2.7936509,17600.0,6300.0
1.0,100.0,100.0
0.5833333,700.0,1200.0
0.56666666,1700.0,3000.0
24.384615,126800.0,5200.0
1.0,300.0,300.0
0.44444445,1600.0,3600.0
3.2857144,20700.0,6300.0
3.961059,762900.0,192600.0
1.7935991,661300.0,368700.0
1.6349206,10300.0,6300.0
0.45945945,1700.0,3700.0
1.0,100.0,100.0
0.33333334,100.0,300.0
0.33333334,1500.0,4500.0
0.296875,1900.0,6400.0
1.0,100.0,100.0
0.27083334,1300.0,4800.0
1.5416666,37000.0,24000.0
1.5416666,3700.0,2400.0
3.6407285,219900.0,60400.0
2.4782608,5700.0,2300.0
2.0326087,56100.0,27600.0
0.5416667,2600.0,4800.0
0.50340134,7400.0,14700.0
0.5,100.0,200.0
0.16666667,200.0,1200.0
5.9298244,33800.0,5700.0
26.511627,114000.0,4300.0
23.272728,25600.0,1100.0
72.0,36000.0,500.0
1.0,1500.0,1500.0
1.1910112,10600.0,8900.0
2.0,1200.0,600.0
3.767535,188000.0,49900.0
2.2016912,885300.0,402100.0
0.45,900.0,2000.0
0.375,3000.0,8000.0
0.41666666,500.0,1200.0
1.0,100.0,100.0
0.60294116,4100.0,6800.0
1.79,17900.0,10000.0
2.0,7800.0,3900.0
1.9268292,47400.0,24600.0
1.0,300.0,300.0
1.2738096,10700.0,8400.0
1.0,100.0,100.0
4.3138094,905900.0,210000.0
2.682927,22000.0,8200.0
1.7629629,71400.0,40500.0
0.55,2200.0,4000.0
0.50948507,18800.0,36900.0
0.6315789,1200.0,1900.0
48.0,4800.0,100.0
1.0,300.0,300.0
5.9534883,51200.0,8600.0
28.565218,131400.0,4600.0
77.15909,679000.0,8800.0
1.0,100.0,100.0
1.0280066,62400.0,60700.0
1.7665782,133200.0,75400.0
4.383615,337100.0,76900.0
1.4558258,113700.0,78100.0
0.47757846,42600.0,89200.0
0.45238096,1900.0,4200.0
0.33333334,100.0,300.0
0.32608697,1500.0,4600.0
0.37894738,18000.0,47500.0
1.0,100.0,100.0
1.25,500.0,400.0
1.9156626,15900.0,8300.0
2.7873564,97000.0,34800.0
2.451613,7600.0,3100.0
2.2117648,56400.0,25500.0
0.52380955,1100.0,2100.0
0.5,400.0,800.0
1.0,200.0,200.0
5.6,2800.0,500.0
0.48489934,28900.0,59600.0
28.9375,46300.0,1600.0
21.666666,6500.0,300.0
70.0,7000.0,100.0
0.8235294,2800.0,3400.0
1.3933161,54200.0,38900.0
1.4175824,12900.0,9100.0
3.9674418,85300.0,21500.0
2.0,1400.0,700.0
1.0625,3400.0,3200.0
1.7964072,30000.0,16700.0
0.5,500.0,1000.0
0.6666667,200.0,300.0
1.0,100.0,100.0
0.5,600.0,1200.0
0.33333334,400.0,1200.0
2.4112256,210500.0,87300.0
0.2777778,500.0,1800.0
0.8,400.0,500.0
1.6743295,43700.0,26100.0
0.6666667,200.0,300.0
1.4444444,1300.0,900.0
1.0,100.0,100.0
1.8611112,6700.0,3600.0
1.2222222,2200.0,1800.0
1.6111112,2900.0,1800.0
2.0695653,23800.0,11500.0
2.7011952,271200.0,100400.0
2.396154,124600.0,52000.0
1.5,300.0,200.0
2.0769231,8100.0,3900.0
0.6666667,400.0,600.0
2.5544555,25800.0,10100.0
1.0833334,1300.0,1200.0
5.0,500.0,100.0
0.57894737,1100.0,1900.0
24.6,12300.0,500.0
19.574469,92000.0,4700.0
1.0,200.0,200.0
0.98637605,36200.0,36700.0
1.9718543,119100.0,60400.0
3.9213288,224300.0,57200.0
1.882353,6400.0,3400.0
1.074074,2900.0,2700.0
1.6666666,1000.0,600.0
0.472,5900.0,12500.0
0.6111111,1100.0,1800.0
0.6666667,400.0,600.0
0.5,2000.0,4000.0
0.42857143,300.0,700.0
2.121951,17400.0,8200.0
0.35365853,2900.0,8200.0
1.0,100.0,100.0
1.8,900.0,500.0
0.75,5700.0,7600.0
1.6666666,500.0,300.0
2.0,3000.0,1500.0
0.6666667,200.0,300.0
1.125,900.0,800.0
1.5804597,55000.0,34800.0
1.9512196,8000.0,4100.0
3.0531209,229900.0,75300.0
2.5850143,89700.0,34700.0
1.5,600.0,400.0
1.0,100.0,100.0
1.0,100.0,100.0
3.0,300.0,100.0
0.5833333,3500.0,6000.0
30.5,6100.0,200.0
23.980392,122300.0,5100.0
0.877095,15700.0,17900.0
2.3333333,700.0,300.0
2.8793104,116900.0,40600.0
1.5,300.0,200.0
1.4313725,7300.0,5100.0
1.6415094,8700.0,5300.0
0.33333334,100.0,300.0
0.875,10500.0,12000.0
0.8125,5200.0,6400.0
0.5,100.0,200.0
1.4,700.0,500.0
0.9166667,2200.0,2400.0
1.8837209,8100.0,4300.0
3.3,13200.0,4000.0
2.4,3600.0,1500.0
1.775,7100.0,4000.0
2.0555556,3700.0,1800.0
0.56,1400.0,2500.0
68.96154,358600.0,5200.0
76.83761,899000.0,11700.0
1.0,4800.0,4800.0
1.0,100.0,100.0
1.1,1100.0,1000.0
0.33333334,100.0,300.0
0.6666667,200.0,300.0
0.2857143,200.0,700.0
0.5,100.0,200.0
2.5766773,161300.0,62600.0
0.61904764,2600.0,4200.0
1.4444444,2600.0,1800.0
1.1666666,1400.0,1200.0
0.84090906,3700.0,4400.0
1.5,300.0,200.0
3.1666667,1900.0,600.0
1.8,900.0,500.0
0.53333336,800.0,1500.0
3.0240965,75300.0,24900.0
1.0,100.0,100.0
0.6363636,700.0,1100.0
103.0,10300.0,100.0
1.0,200.0,200.0
4.0,400.0,100.0
19.0,1900.0,100.0
72.0,1584000.0,22000.0
1.411017,33300.0,23600.0
0.75,3300.0,4400.0
2.0277777,7300.0,3600.0
1.8673469,18300.0,9800.0
1.6666666,500.0,300.0
1.0666667,1600.0,1500.0
1.3961773,160700.0,115100.0
0.44444445,800.0,1800.0
1.0,100.0,100.0
0.5,100.0,200.0
0.5,700.0,1400.0
0.5,100.0,200.0
1.0,100.0,100.0
0.84659094,59600.0,70400.0
0.4117647,700.0,1700.0
0.75,600.0,800.0
1.6666666,1000.0,600.0
1.3243244,4900.0,3700.0
0.8877551,8700.0,9800.0
1.1666666,700.0,600.0
0.7368421,1400.0,1900.0
1.5,300.0,200.0
2.0994475,38000.0,18100.0
2.4456522,22500.0,9200.0
1.7878788,5900.0,3300.0
2.0,2800.0,1400.0
0.52307695,3400.0,6500.0
2.8,1400.0,500.0
1.0,100.0,100.0
84.0,8400.0,100.0
1.0,400.0,400.0
6.142857,4300.0,700.0
0.75,300.0,400.0
27.0,10800.0,400.0
18.5,3700.0,200.0
70.0,7000.0,100.0
1.0,600.0,600.0
0.49804688,25500.0,51200.0
1.8527608,90600.0,48900.0
2.1970804,150500.0,68500.0
1.0,300.0,300.0
0.4789916,5700.0,11900.0
0.6086956,1400.0,2300.0
0.6666667,600.0,900.0
0.5294118,900.0,1700.0
0.375,600.0,1600.0
0.42105263,1600.0,3800.0
0.5327869,6500.0,12200.0
0.6967213,8500.0,12200.0
1.0909091,1200.0,1100.0
1.9565217,4500.0,2300.0
1.1666666,1400.0,1200.0
1.5621469,55300.0,35400.0
2.0,1200.0,600.0
3.2384937,154800.0,47800.0
2.562914,38700.0,15100.0
1.0,100.0,100.0
1.0,200.0,200.0
0.6964286,3900.0,5600.0
22.428572,15700.0,700.0
1.0,100.0,100.0
2.0,200.0,100.0
1.6666666,500.0,300.0
3.0140846,21400.0,7100.0
0.88206977,73300.0,83100.0
0.5,400.0,800.0
0.3442623,2100.0,6100.0
0.5,100.0,200.0
0.5714286,400.0,700.0
1.3421053,15300.0,11400.0
1.2686567,17000.0,13400.0
1.8,900.0,500.0
1.3333334,400.0,300.0
3.3294797,115200.0,34600.0
2.3333333,700.0,300.0
2.0,400.0,200.0
0.5185185,1400.0,2700.0
0.5217391,2400.0,4600.0
0.6666667,200.0,300.0
4.5,900.0,200.0
27.363636,30100.0,1100.0
1.0,1000.0,1000.0
1.2794118,8700.0,6800.0
1.7364341,22400.0,12900.0
4.645279,1657900.0,356900.0
2.0388634,624300.0,306200.0
1.0454545,2300.0,2200.0
1.6166667,9700.0,6000.0
0.3888889,2100.0,5400.0
0.6666667,600.0,900.0
0.5263158,1000.0,1900.0
0.33333334,200.0,600.0
0.21938775,4300.0,19600.0
0.6226415,3300.0,5300.0
1.375,12100.0,8800.0
1.4,700.0,500.0
3.9853115,678300.0,170200.0
2.6,2600.0,1000.0
1.78,26700.0,15000.0
0.5714286,400.0,700.0
