statename,districtname,crop,cropyear,season,statenorm,districtnorm
Meghalaya,WEST KHASI HILLS,Turmeric,2010,Whole Year,meghalaya,west khasi hills
Meghalaya,WEST KHASI HILLS,Rice,2010,Winter,meghalaya,west khasi hills
Nagaland,DIMAPUR,Arhar/Tur,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Bajra,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Castor seed,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Groundnut,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Horse-gram,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Jute,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Maize,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Mesta,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Moong(Green Gram),2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Potato,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Ragi,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Rice,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Sesamum,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Soyabean,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Sugarcane,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Tapioca,2010,Kharif,nagaland,dimapur
Nagaland,DIMAPUR,Barley,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Gram,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Linseed,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Maize,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Masoor,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Potato,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Rapeseed &Mustard,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Rice,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Sunflower,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Urad,2010,Rabi,nagaland,dimapur
Nagaland,DIMAPUR,Wheat,2010,Rabi,nagaland,dimapur
Nagaland,KIPHIRE,Arhar/Tur,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Bajra,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Groundnut,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Horse-gram,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Maize,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Mesta,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Peas & beans (Pulses),2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Potato,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Ragi,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Rice,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Sesamum,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Small millets,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Soyabean,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Sugarcane,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Sunflower,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Tapioca,2010,Kharif,nagaland,kiphire
Nagaland,KIPHIRE,Barley,2010,Rabi,nagaland,kiphire
Nagaland,KIPHIRE,Gram,2010,Rabi,nagaland,kiphire
Nagaland,KIPHIRE,Linseed,2010,Rabi,nagaland,kiphire
Nagaland,KIPHIRE,Maize,2010,Rabi,nagaland,kiphire
Nagaland,KIPHIRE,Rapeseed &Mustard,2010,Rabi,nagaland,kiphire
Nagaland,KIPHIRE,Urad,2010,Rabi,nagaland,kiphire
Nagaland,KOHIMA,Arhar/Tur,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Bajra,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Castor seed,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Groundnut,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Horse-gram,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Jowar,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Jute,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Maize,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Mesta,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Moong(Green Gram),2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Peas & beans (Pulses),2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Potato,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Rice,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Sesamum,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Small millets,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Soyabean,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Sugarcane,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Sunflower,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Tapioca,2010,Kharif,nagaland,kohima
Nagaland,KOHIMA,Barley,2010,Rabi,nagaland,kohima
Nagaland,KOHIMA,Gram,2010,Rabi,nagaland,kohima
Nagaland,KOHIMA,Linseed,2010,Rabi,nagaland,kohima
Nagaland,KOHIMA,Masoor,2010,Rabi,nagaland,kohima
Nagaland,KOHIMA,Potato,2010,Rabi,nagaland,kohima
Nagaland,KOHIMA,Rapeseed &Mustard,2010,Rabi,nagaland,kohima
Nagaland,KOHIMA,Urad,2010,Rabi,nagaland,kohima
Nagaland,KOHIMA,Wheat,2010,Rabi,nagaland,kohima
Nagaland,LONGLENG,Arhar/Tur,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Bajra,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Horse-gram,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Maize,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Mesta,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Peas & beans (Pulses),2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Potato,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Ragi,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Rice,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Sesamum,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Small millets,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Soyabean,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Sugarcane,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Sunflower,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Tapioca,2010,Kharif,nagaland,longleng
Nagaland,LONGLENG,Barley,2010,Rabi,nagaland,longleng
Nagaland,LONGLENG,Gram,2010,Rabi,nagaland,longleng
Nagaland,LONGLENG,Linseed,2010,Rabi,nagaland,longleng
Nagaland,LONGLENG,Rapeseed &Mustard,2010,Rabi,nagaland,longleng
Nagaland,MOKOKCHUNG,Arhar/Tur,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Bajra,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Castor seed,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Groundnut,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Horse-gram,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Jute,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Maize,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Mesta,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Moong(Green Gram),2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Peas & beans (Pulses),2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Potato,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Ragi,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Rice,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Sesamum,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Small millets,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Soyabean,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Sugarcane,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Tapioca,2010,Kharif,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Barley,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Gram,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Linseed,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Maize,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Masoor,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Potato,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Rapeseed &Mustard,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Sunflower,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Urad,2010,Rabi,nagaland,mokokchung
Nagaland,MOKOKCHUNG,Wheat,2010,Rabi,nagaland,mokokchung
Nagaland,MON,Arhar/Tur,2010,Kharif,nagaland,mon
Nagaland,MON,Bajra,2010,Kharif,nagaland,mon
Nagaland,MON,Castor seed,2010,Kharif,nagaland,mon
Nagaland,MON,Cotton(lint),2010,Kharif,nagaland,mon
Nagaland,MON,Groundnut,2010,Kharif,nagaland,mon
Nagaland,MON,Horse-gram,2010,Kharif,nagaland,mon
Nagaland,MON,Jowar,2010,Kharif,nagaland,mon
Nagaland,MON,Jute,2010,Kharif,nagaland,mon
Nagaland,MON,Maize,2010,Kharif,nagaland,mon
Nagaland,MON,Mesta,2010,Kharif,nagaland,mon
Nagaland,MON,Moong(Green Gram),2010,Kharif,nagaland,mon
Nagaland,MON,Peas & beans (Pulses),2010,Kharif,nagaland,mon
Nagaland,MON,Potato,2010,Kharif,nagaland,mon
Nagaland,MON,Ragi,2010,Kharif,nagaland,mon
Nagaland,MON,Rice,2010,Kharif,nagaland,mon
Nagaland,MON,Sesamum,2010,Kharif,nagaland,mon
Nagaland,MON,Small millets,2010,Kharif,nagaland,mon
Nagaland,MON,Soyabean,2010,Kharif,nagaland,mon
Nagaland,MON,Sugarcane,2010,Kharif,nagaland,mon
Nagaland,MON,Sunflower,2010,Kharif,nagaland,mon
Nagaland,MON,Tapioca,2010,Kharif,nagaland,mon
Nagaland,MON,Barley,2010,Rabi,nagaland,mon
Nagaland,MON,Gram,2010,Rabi,nagaland,mon
Nagaland,MON,Linseed,2010,Rabi,nagaland,mon
Nagaland,MON,Maize,2010,Rabi,nagaland,mon
Nagaland,MON,Masoor,2010,Rabi,nagaland,mon
Nagaland,MON,Potato,2010,Rabi,nagaland,mon
Nagaland,MON,Rapeseed &Mustard,2010,Rabi,nagaland,mon
Nagaland,MON,Rice,2010,Rabi,nagaland,mon
Nagaland,MON,Urad,2010,Rabi,nagaland,mon
Nagaland,MON,Wheat,2010,Rabi,nagaland,mon
Nagaland,PEREN,Arhar/Tur,2010,Kharif,nagaland,peren
Nagaland,PEREN,Bajra,2010,Kharif,nagaland,peren
Nagaland,PEREN,Castor seed,2010,Kharif,nagaland,peren
Nagaland,PEREN,Groundnut,2010,Kharif,nagaland,peren
Nagaland,PEREN,Horse-gram,2010,Kharif,nagaland,peren
Nagaland,PEREN,Maize,2010,Kharif,nagaland,peren
Nagaland,PEREN,Mesta,2010,Kharif,nagaland,peren
Nagaland,PEREN,Moong(Green Gram),2010,Kharif,nagaland,peren
Nagaland,PEREN,Peas & beans (Pulses),2010,Kharif,nagaland,peren
Nagaland,PEREN,Potato,2010,Kharif,nagaland,peren
Nagaland,PEREN,Rice,2010,Kharif,nagaland,peren
Nagaland,PEREN,Sesamum,2010,Kharif,nagaland,peren
Nagaland,PEREN,Soyabean,2010,Kharif,nagaland,peren
Nagaland,PEREN,Sugarcane,2010,Kharif,nagaland,peren
Nagaland,PEREN,Tapioca,2010,Kharif,nagaland,peren
Nagaland,PEREN,Barley,2010,Rabi,nagaland,peren
Nagaland,PEREN,Gram,2010,Rabi,nagaland,peren
Nagaland,PEREN,Linseed,2010,Rabi,nagaland,peren
Nagaland,PEREN,Masoor,2010,Rabi,nagaland,peren
Nagaland,PEREN,Rapeseed &Mustard,2010,Rabi,nagaland,peren
Nagaland,PEREN,Sunflower,2010,Rabi,nagaland,peren
Nagaland,PEREN,Urad,2010,Rabi,nagaland,peren
Nagaland,PEREN,Wheat,2010,Rabi,nagaland,peren
Nagaland,PHEK,Arhar/Tur,2010,Kharif,nagaland,phek
Nagaland,PHEK,Bajra,2010,Kharif,nagaland,phek
Nagaland,PHEK,Castor seed,2010,Kharif,nagaland,phek
Nagaland,PHEK,Cotton(lint),2010,Kharif,nagaland,phek
Nagaland,PHEK,Groundnut,2010,Kharif,nagaland,phek
Nagaland,PHEK,Horse-gram,2010,Kharif,nagaland,phek
Nagaland,PHEK,Jowar,2010,Kharif,nagaland,phek
Nagaland,PHEK,Maize,2010,Kharif,nagaland,phek
Nagaland,PHEK,Mesta,2010,Kharif,nagaland,phek
Nagaland,PHEK,Moong(Green Gram),2010,Kharif,nagaland,phek
Nagaland,PHEK,Peas & beans (Pulses),2010,Kharif,nagaland,phek
Nagaland,PHEK,Potato,2010,Kharif,nagaland,phek
Nagaland,PHEK,Rice,2010,Kharif,nagaland,phek
Nagaland,PHEK,Sesamum,2010,Kharif,nagaland,phek
Nagaland,PHEK,Small millets,2010,Kharif,nagaland,phek
Nagaland,PHEK,Soyabean,2010,Kharif,nagaland,phek
Nagaland,PHEK,Sugarcane,2010,Kharif,nagaland,phek
Nagaland,PHEK,Tapioca,2010,Kharif,nagaland,phek
Nagaland,PHEK,Barley,2010,Rabi,nagaland,phek
Nagaland,PHEK,Gram,2010,Rabi,nagaland,phek
Nagaland,PHEK,Linseed,2010,Rabi,nagaland,phek
Nagaland,PHEK,Maize,2010,Rabi,nagaland,phek
Nagaland,PHEK,Masoor,2010,Rabi,nagaland,phek
Nagaland,PHEK,Potato,2010,Rabi,nagaland,phek
Nagaland,PHEK,Rapeseed &Mustard,2010,Rabi,nagaland,phek
Nagaland,PHEK,Sunflower,2010,Rabi,nagaland,phek
Nagaland,PHEK,Urad,2010,Rabi,nagaland,phek
Nagaland,PHEK,Wheat,2010,Rabi,nagaland,phek
Nagaland,TUENSANG,Arhar/Tur,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Bajra,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Castor seed,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Groundnut,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Horse-gram,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Maize,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Mesta,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Peas & beans (Pulses),2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Potato,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Ragi,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Rice,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Sesamum,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Small millets,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Soyabean,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Sugarcane,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Sunflower,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Tapioca,2010,Kharif,nagaland,tuensang
Nagaland,TUENSANG,Barley,2010,Rabi,nagaland,tuensang
Nagaland,TUENSANG,Gram,2010,Rabi,nagaland,tuensang
Nagaland,TUENSANG,Linseed,2010,Rabi,nagaland,tuensang
Nagaland,TUENSANG,Masoor,2010,Rabi,nagaland,tuensang
Nagaland,TUENSANG,Potato,2010,Rabi,nagaland,tuensang
Nagaland,TUENSANG,Rapeseed &Mustard,2010,Rabi,nagaland,tuensang
Nagaland,TUENSANG,Urad,2010,Rabi,nagaland,tuensang
Nagaland,TUENSANG,Wheat,2010,Rabi,nagaland,tuensang
Nagaland,WOKHA,Arhar/Tur,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Bajra,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Castor seed,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Groundnut,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Horse-gram,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Jowar,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Jute,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Maize,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Mesta,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Moong(Green Gram),2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Peas & beans (Pulses),2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Potato,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Ragi,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Rice,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Sesamum,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Small millets,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Soyabean,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Sugarcane,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Tapioca,2010,Kharif,nagaland,wokha
Nagaland,WOKHA,Barley,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Gram,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Linseed,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Maize,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Masoor,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Potato,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Rapeseed &Mustard,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Sunflower,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Urad,2010,Rabi,nagaland,wokha
Nagaland,WOKHA,Wheat,2010,Rabi,nagaland,wokha
Nagaland,ZUNHEBOTO,Arhar/Tur,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Bajra,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Castor seed,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Groundnut,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Horse-gram,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Jowar,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Maize,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Mesta,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Moong(Green Gram),2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Peas & beans (Pulses),2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Potato,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Rice,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Sesamum,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Small millets,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Soyabean,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Sugarcane,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Sunflower,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Tapioca,2010,Kharif,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Barley,2010,Rabi,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Gram,2010,Rabi,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Linseed,2010,Rabi,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Masoor,2010,Rabi,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Rapeseed &Mustard,2010,Rabi,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Urad,2010,Rabi,nagaland,zunheboto
Nagaland,ZUNHEBOTO,Wheat,2010,Rabi,nagaland,zunheboto
Odisha,ANUGUL,Groundnut,2010,Autumn,odisha,anugul
Odisha,ANUGUL,Maize,2010,Autumn,odisha,anugul
Odisha,ANUGUL,Moong(Green Gram),2010,Autumn,odisha,anugul
Odisha,ANUGUL,Ragi,2010,Autumn,odisha,anugul
Odisha,ANUGUL,Rice,2010,Autumn,odisha,anugul
Odisha,ANUGUL,Sesamum,2010,Autumn,odisha,anugul
Odisha,ANUGUL,Urad,2010,Autumn,odisha,anugul
Odisha,ANUGUL,Groundnut,2010,Summer,odisha,anugul
Odisha,ANUGUL,Maize,2010,Summer,odisha,anugul
Odisha,ANUGUL,Moong(Green Gram),2010,Summer,odisha,anugul
Odisha,ANUGUL,Sesamum,2010,Summer,odisha,anugul
Odisha,ANUGUL,Urad,2010,Summer,odisha,anugul
Odisha,ANUGUL,Wheat,2010,Summer,odisha,anugul
Odisha,ANUGUL,Groundnut,2010,Winter,odisha,anugul
Odisha,ANUGUL,Horse-gram,2010,Winter,odisha,anugul
Odisha,ANUGUL,Maize,2010,Winter,odisha,anugul
Odisha,ANUGUL,Moong(Green Gram),2010,Winter,odisha,anugul
Odisha,ANUGUL,Potato,2010,Winter,odisha,anugul
Odisha,ANUGUL,Rapeseed &Mustard,2010,Winter,odisha,anugul
Odisha,ANUGUL,Rice,2010,Winter,odisha,anugul
Odisha,ANUGUL,Sesamum,2010,Winter,odisha,anugul
Odisha,ANUGUL,Sugarcane,2010,Winter,odisha,anugul
Odisha,ANUGUL,Urad,2010,Winter,odisha,anugul
Odisha,BALANGIR,Groundnut,2010,Autumn,odisha,balangir
Odisha,BALANGIR,Maize,2010,Autumn,odisha,balangir
Odisha,BALANGIR,Moong(Green Gram),2010,Autumn,odisha,balangir
Odisha,BALANGIR,Ragi,2010,Autumn,odisha,balangir
Odisha,BALANGIR,Rice,2010,Autumn,odisha,balangir
Odisha,BALANGIR,Sesamum,2010,Autumn,odisha,balangir
Odisha,BALANGIR,Urad,2010,Autumn,odisha,balangir
Odisha,BALANGIR,Groundnut,2010,Summer,odisha,balangir
Odisha,BALANGIR,Maize,2010,Summer,odisha,balangir
Odisha,BALANGIR,Moong(Green Gram),2010,Summer,odisha,balangir
Odisha,BALANGIR,Rice,2010,Summer,odisha,balangir
Odisha,BALANGIR,Sesamum,2010,Summer,odisha,balangir
Odisha,BALANGIR,Urad,2010,Summer,odisha,balangir
Odisha,BALANGIR,Wheat,2010,Summer,odisha,balangir
Odisha,BALANGIR,Groundnut,2010,Winter,odisha,balangir
Odisha,BALANGIR,Horse-gram,2010,Winter,odisha,balangir
Odisha,BALANGIR,Maize,2010,Winter,odisha,balangir
Odisha,BALANGIR,Moong(Green Gram),2010,Winter,odisha,balangir
Odisha,BALANGIR,Potato,2010,Winter,odisha,balangir
Odisha,BALANGIR,Ragi,2010,Winter,odisha,balangir
Odisha,BALANGIR,Rapeseed &Mustard,2010,Winter,odisha,balangir
Odisha,BALANGIR,Rice,2010,Winter,odisha,balangir
Odisha,BALANGIR,Sesamum,2010,Winter,odisha,balangir
Odisha,BALANGIR,Sugarcane,2010,Winter,odisha,balangir
Odisha,BALANGIR,Urad,2010,Winter,odisha,balangir
Odisha,BALESHWAR,Jute,2010,Autumn,odisha,baleshwar
Odisha,BALESHWAR,Rice,2010,Autumn,odisha,baleshwar
Odisha,BALESHWAR,Sesamum,2010,Autumn,odisha,baleshwar
Odisha,BALESHWAR,Urad,2010,Autumn,odisha,baleshwar
Odisha,BALESHWAR,Groundnut,2010,Summer,odisha,baleshwar
Odisha,BALESHWAR,Maize,2010,Summer,odisha,baleshwar
Odisha,BALESHWAR,Moong(Green Gram),2010,Summer,odisha,baleshwar
Odisha,BALESHWAR,Rice,2010,Summer,odisha,baleshwar
Odisha,BALESHWAR,Sesamum,2010,Summer,odisha,baleshwar
Odisha,BALESHWAR,Urad,2010,Summer,odisha,baleshwar
Odisha,BALESHWAR,Wheat,2010,Summer,odisha,baleshwar
Odisha,BALESHWAR,Horse-gram,2010,Winter,odisha,baleshwar
Odisha,BALESHWAR,Potato,2010,Winter,odisha,baleshwar
Odisha,BALESHWAR,Rapeseed &Mustard,2010,Winter,odisha,baleshwar
Odisha,BALESHWAR,Rice,2010,Winter,odisha,baleshwar
Odisha,BALESHWAR,Sugarcane,2010,Winter,odisha,baleshwar
Odisha,BALESHWAR,Urad,2010,Winter,odisha,baleshwar
Odisha,BARGARH,Groundnut,2010,Autumn,odisha,bargarh
Odisha,BARGARH,Maize,2010,Autumn,odisha,bargarh
Odisha,BARGARH,Moong(Green Gram),2010,Autumn,odisha,bargarh
Odisha,BARGARH,Rice,2010,Autumn,odisha,bargarh
Odisha,BARGARH,Sesamum,2010,Autumn,odisha,bargarh
Odisha,BARGARH,Urad,2010,Autumn,odisha,bargarh
Odisha,BARGARH,Groundnut,2010,Summer,odisha,bargarh
Odisha,BARGARH,Maize,2010,Summer,odisha,bargarh
Odisha,BARGARH,Moong(Green Gram),2010,Summer,odisha,bargarh
Odisha,BARGARH,Rice,2010,Summer,odisha,bargarh
Odisha,BARGARH,Sesamum,2010,Summer,odisha,bargarh
Odisha,BARGARH,Urad,2010,Summer,odisha,bargarh
Odisha,BARGARH,Wheat,2010,Summer,odisha,bargarh
Odisha,BARGARH,Horse-gram,2010,Winter,odisha,bargarh
Odisha,BARGARH,Moong(Green Gram),2010,Winter,odisha,bargarh
Odisha,BARGARH,Potato,2010,Winter,odisha,bargarh
Odisha,BARGARH,Rapeseed &Mustard,2010,Winter,odisha,bargarh
Odisha,BARGARH,Rice,2010,Winter,odisha,bargarh
Odisha,BARGARH,Sesamum,2010,Winter,odisha,bargarh
Odisha,BARGARH,Sugarcane,2010,Winter,odisha,bargarh
Odisha,BARGARH,Urad,2010,Winter,odisha,bargarh
Odisha,BHADRAK,Jute,2010,Autumn,odisha,bhadrak
Odisha,BHADRAK,Urad,2010,Autumn,odisha,bhadrak
Odisha,BHADRAK,Groundnut,2010,Summer,odisha,bhadrak
Odisha,BHADRAK,Horse-gram,2010,Summer,odisha,bhadrak
Odisha,BHADRAK,Maize,2010,Summer,odisha,bhadrak
Odisha,BHADRAK,Moong(Green Gram),2010,Summer,odisha,bhadrak
Odisha,BHADRAK,Rice,2010,Summer,odisha,bhadrak
Odisha,BHADRAK,Sesamum,2010,Summer,odisha,bhadrak
Odisha,BHADRAK,Urad,2010,Summer,odisha,bhadrak
Odisha,BHADRAK,Wheat,2010,Summer,odisha,bhadrak
Odisha,BHADRAK,Moong(Green Gram),2010,Winter,odisha,bhadrak
Odisha,BHADRAK,Potato,2010,Winter,odisha,bhadrak
Odisha,BHADRAK,Rapeseed &Mustard,2010,Winter,odisha,bhadrak
Odisha,BHADRAK,Rice,2010,Winter,odisha,bhadrak
Odisha,BHADRAK,Sugarcane,2010,Winter,odisha,bhadrak
Odisha,BHADRAK,Urad,2010,Winter,odisha,bhadrak
Odisha,BOUDH,Groundnut,2010,Autumn,odisha,boudh
Odisha,BOUDH,Maize,2010,Autumn,odisha,boudh
Odisha,BOUDH,Moong(Green Gram),2010,Autumn,odisha,boudh
