statename,districtname,crop,cropyear,season,statenorm,districtnorm
Bihar,MUNGER,Khesari,2010,Rabi,bihar,munger
Bihar,MUNGER,Linseed,2010,Rabi,bihar,munger
Bihar,MUNGER,Maize,2010,Rabi,bihar,munger
Bihar,MUNGER,Masoor,2010,Rabi,bihar,munger
Bihar,MUNGER,Peas & beans (Pulses),2010,Rabi,bihar,munger
Bihar,MUNGER,Rapeseed &Mustard,2010,Rabi,bihar,munger
Bihar,MUNGER,Wheat,2010,Rabi,bihar,munger
Bihar,MUNGER,Maize,2010,Summer,bihar,munger
Bihar,MUNGER,Moong(Green Gram),2010,Summer,bihar,munger
Bihar,MUNGER,Rice,2010,Summer,bihar,munger
Bihar,MUNGER,Sugarcane,2010,Whole Year,bihar,munger
Bihar,MUNGER,Rice,2010,Winter,bihar,munger
Bihar,MUZAFFARPUR,Maize,2010,Autumn,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Rice,2010,Autumn,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Arhar/Tur,2010,Kharif,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Mesta,2010,Kharif,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Ragi,2010,Kharif,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Safflower,2010,Kharif,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Sesamum,2010,Kharif,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Small millets,2010,Kharif,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Urad,2010,Kharif,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Barley,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Gram,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Khesari,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Linseed,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Maize,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Masoor,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Other  Rabi pulses,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Peas & beans (Pulses),2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Rapeseed &Mustard,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Sunflower,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Wheat,2010,Rabi,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Maize,2010,Summer,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Moong(Green Gram),2010,Summer,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Rice,2010,Summer,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Sugarcane,2010,Whole Year,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Tobacco,2010,Whole Year,bihar,muzaffarpur
Bihar,MUZAFFARPUR,Rice,2010,Winter,bihar,muzaffarpur
Bihar,NALANDA,Maize,2010,Autumn,bihar,nalanda
Bihar,NALANDA,Arhar/Tur,2010,Kharif,bihar,nalanda
Bihar,NALANDA,Groundnut,2010,Kharif,bihar,nalanda
Bihar,NALANDA,Moong(Green Gram),2010,Kharif,bihar,nalanda
Bihar,NALANDA,Ragi,2010,Kharif,bihar,nalanda
Bihar,NALANDA,Urad,2010,Kharif,bihar,nalanda
Bihar,NALANDA,Barley,2010,Rabi,bihar,nalanda
Bihar,NALANDA,Gram,2010,Rabi,bihar,nalanda
Bihar,NALANDA,Khesari,2010,Rabi,bihar,nalanda
Bihar,NALANDA,Maize,2010,Rabi,bihar,nalanda
Bihar,NALANDA,Masoor,2010,Rabi,bihar,nalanda
Bihar,NALANDA,Peas & beans (Pulses),2010,Rabi,bihar,nalanda
Bihar,NALANDA,Rapeseed &Mustard,2010,Rabi,bihar,nalanda
Bihar,NALANDA,Sunflower,2010,Rabi,bihar,nalanda
Bihar,NALANDA,Wheat,2010,Rabi,bihar,nalanda
Bihar,NALANDA,Maize,2010,Summer,bihar,nalanda
Bihar,NALANDA,Moong(Green Gram),2010,Summer,bihar,nalanda
Bihar,NALANDA,Rice,2010,Summer,bihar,nalanda
Bihar,NALANDA,Sugarcane,2010,Whole Year,bihar,nalanda
Bihar,NALANDA,Rice,2010,Winter,bihar,nalanda
Bihar,NAWADA,Maize,2010,Autumn,bihar,nawada
Bihar,NAWADA,Arhar/Tur,2010,Kharif,bihar,nawada
Bihar,NAWADA,Groundnut,2010,Kharif,bihar,nawada
Bihar,NAWADA,Horse-gram,2010,Kharif,bihar,nawada
Bihar,NAWADA,Jowar,2010,Kharif,bihar,nawada
Bihar,NAWADA,Moong(Green Gram),2010,Kharif,bihar,nawada
Bihar,NAWADA,Other Kharif pulses,2010,Kharif,bihar,nawada
Bihar,NAWADA,Ragi,2010,Kharif,bihar,nawada
Bihar,NAWADA,Sesamum,2010,Kharif,bihar,nawada
Bihar,NAWADA,Urad,2010,Kharif,bihar,nawada
Bihar,NAWADA,Barley,2010,Rabi,bihar,nawada
Bihar,NAWADA,Gram,2010,Rabi,bihar,nawada
Bihar,NAWADA,Khesari,2010,Rabi,bihar,nawada
Bihar,NAWADA,Linseed,2010,Rabi,bihar,nawada
Bihar,NAWADA,Maize,2010,Rabi,bihar,nawada
Bihar,NAWADA,Masoor,2010,Rabi,bihar,nawada
Bihar,NAWADA,Peas & beans (Pulses),2010,Rabi,bihar,nawada
Bihar,NAWADA,Rapeseed &Mustard,2010,Rabi,bihar,nawada
Bihar,NAWADA,Sunflower,2010,Rabi,bihar,nawada
Bihar,NAWADA,Wheat,2010,Rabi,bihar,nawada
Bihar,NAWADA,Maize,2010,Summer,bihar,nawada
Bihar,NAWADA,Moong(Green Gram),2010,Summer,bihar,nawada
Bihar,NAWADA,Sugarcane,2010,Whole Year,bihar,nawada
Bihar,NAWADA,Rice,2010,Winter,bihar,nawada
Bihar,PASHCHIM CHAMPARAN,Maize,2010,Autumn,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Rice,2010,Autumn,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Arhar/Tur,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Jute,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Mesta,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Moong(Green Gram),2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Other Kharif pulses,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Ragi,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Safflower,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Sesamum,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Small millets,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Urad,2010,Kharif,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Barley,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Gram,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Khesari,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Linseed,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Maize,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Masoor,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Other  Rabi pulses,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Peas & beans (Pulses),2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Rapeseed &Mustard,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Sunflower,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Wheat,2010,Rabi,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Maize,2010,Summer,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Moong(Green Gram),2010,Summer,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Rice,2010,Summer,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Sugarcane,2010,Whole Year,bihar,pashchim champaran
Bihar,PASHCHIM CHAMPARAN,Rice,2010,Winter,bihar,pashchim champaran
Bihar,PATNA,Maize,2010,Autumn,bihar,patna
Bihar,PATNA,Rice,2010,Autumn,bihar,patna
Bihar,PATNA,Arhar/Tur,2010,Kharif,bihar,patna
Bihar,PATNA,Other Kharif pulses,2010,Kharif,bihar,patna
Bihar,PATNA,Barley,2010,Rabi,bihar,patna
Bihar,PATNA,Gram,2010,Rabi,bihar,patna
Bihar,PATNA,Khesari,2010,Rabi,bihar,patna
Bihar,PATNA,Linseed,2010,Rabi,bihar,patna
Bihar,PATNA,Maize,2010,Rabi,bihar,patna
Bihar,PATNA,Masoor,2010,Rabi,bihar,patna
Bihar,PATNA,Peas & beans (Pulses),2010,Rabi,bihar,patna
Bihar,PATNA,Rapeseed &Mustard,2010,Rabi,bihar,patna
Bihar,PATNA,Sunflower,2010,Rabi,bihar,patna
Bihar,PATNA,Wheat,2010,Rabi,bihar,patna
Bihar,PATNA,Maize,2010,Summer,bihar,patna
Bihar,PATNA,Moong(Green Gram),2010,Summer,bihar,patna
Bihar,PATNA,Sugarcane,2010,Whole Year,bihar,patna
Bihar,PATNA,Rice,2010,Winter,bihar,patna
Bihar,PURBI CHAMPARAN,Maize,2010,Autumn,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Rice,2010,Autumn,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Arhar/Tur,2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Jute,2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Mesta,2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Moong(Green Gram),2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Other Kharif pulses,2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Ragi,2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Sesamum,2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Small millets,2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Urad,2010,Kharif,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Barley,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Gram,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Khesari,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Linseed,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Maize,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Masoor,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Other  Rabi pulses,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Peas & beans (Pulses),2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Rapeseed &Mustard,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Sunflower,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Wheat,2010,Rabi,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Maize,2010,Summer,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Moong(Green Gram),2010,Summer,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Rice,2010,Summer,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Sugarcane,2010,Whole Year,bihar,purbi champaran
Bihar,PURBI CHAMPARAN,Rice,2010,Winter,bihar,purbi champaran
Bihar,PURNIA,Maize,2010,Autumn,bihar,purnia
Bihar,PURNIA,Rice,2010,Autumn,bihar,purnia
Bihar,PURNIA,Arhar/Tur,2010,Kharif,bihar,purnia
Bihar,PURNIA,Horse-gram,2010,Kharif,bihar,purnia
Bihar,PURNIA,Jute,2010,Kharif,bihar,purnia
Bihar,PURNIA,Mesta,2010,Kharif,bihar,purnia
Bihar,PURNIA,Moong(Green Gram),2010,Kharif,bihar,purnia
Bihar,PURNIA,Sesamum,2010,Kharif,bihar,purnia
Bihar,PURNIA,Urad,2010,Kharif,bihar,purnia
Bihar,PURNIA,Barley,2010,Rabi,bihar,purnia
Bihar,PURNIA,Gram,2010,Rabi,bihar,purnia
Bihar,PURNIA,Khesari,2010,Rabi,bihar,purnia
Bihar,PURNIA,Linseed,2010,Rabi,bihar,purnia
Bihar,PURNIA,Maize,2010,Rabi,bihar,purnia
Bihar,PURNIA,Masoor,2010,Rabi,bihar,purnia
Bihar,PURNIA,Peas & beans (Pulses),2010,Rabi,bihar,purnia
Bihar,PURNIA,Rapeseed &Mustard,2010,Rabi,bihar,purnia
Bihar,PURNIA,Sunflower,2010,Rabi,bihar,purnia
Bihar,PURNIA,Wheat,2010,Rabi,bihar,purnia
Bihar,PURNIA,Maize,2010,Summer,bihar,purnia
Bihar,PURNIA,Moong(Green Gram),2010,Summer,bihar,purnia
Bihar,PURNIA,Rice,2010,Summer,bihar,purnia
Bihar,PURNIA,Sugarcane,2010,Whole Year,bihar,purnia
Bihar,PURNIA,Tobacco,2010,Whole Year,bihar,purnia
Bihar,PURNIA,Rice,2010,Winter,bihar,purnia
Bihar,ROHTAS,Maize,2010,Autumn,bihar,rohtas
Bihar,ROHTAS,Rice,2010,Autumn,bihar,rohtas
Bihar,ROHTAS,Arhar/Tur,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Bajra,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Groundnut,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Horse-gram,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Jowar,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Mesta,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Moong(Green Gram),2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Other Kharif pulses,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Ragi,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Sesamum,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Urad,2010,Kharif,bihar,rohtas
Bihar,ROHTAS,Barley,2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Gram,2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Khesari,2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Linseed,2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Masoor,2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Other  Rabi pulses,2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Peas & beans (Pulses),2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Rapeseed &Mustard,2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Wheat,2010,Rabi,bihar,rohtas
Bihar,ROHTAS,Maize,2010,Summer,bihar,rohtas
Bihar,ROHTAS,Moong(Green Gram),2010,Summer,bihar,rohtas
Bihar,ROHTAS,Rice,2010,Summer,bihar,rohtas
Bihar,ROHTAS,Sugarcane,2010,Whole Year,bihar,rohtas
Bihar,ROHTAS,Rice,2010,Winter,bihar,rohtas
Bihar,SAHARSA,Maize,2010,Autumn,bihar,saharsa
Bihar,SAHARSA,Rice,2010,Autumn,bihar,saharsa
Bihar,SAHARSA,Arhar/Tur,2010,Kharif,bihar,saharsa
Bihar,SAHARSA,Horse-gram,2010,Kharif,bihar,saharsa
Bihar,SAHARSA,Jute,2010,Kharif,bihar,saharsa
Bihar,SAHARSA,Mesta,2010,Kharif,bihar,saharsa
Bihar,SAHARSA,Ragi,2010,Kharif,bihar,saharsa
Bihar,SAHARSA,Safflower,2010,Kharif,bihar,saharsa
Bihar,SAHARSA,Sesamum,2010,Kharif,bihar,saharsa
Bihar,SAHARSA,Urad,2010,Kharif,bihar,saharsa
Bihar,SAHARSA,Khesari,2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Linseed,2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Maize,2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Masoor,2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Other  Rabi pulses,2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Peas & beans (Pulses),2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Rapeseed &Mustard,2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Sunflower,2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Wheat,2010,Rabi,bihar,saharsa
Bihar,SAHARSA,Maize,2010,Summer,bihar,saharsa
Bihar,SAHARSA,Moong(Green Gram),2010,Summer,bihar,saharsa
Bihar,SAHARSA,Rice,2010,Summer,bihar,saharsa
Bihar,SAHARSA,Sugarcane,2010,Whole Year,bihar,saharsa
Bihar,SAHARSA,Rice,2010,Winter,bihar,saharsa
Bihar,SAMASTIPUR,Maize,2010,Autumn,bihar,samastipur
Bihar,SAMASTIPUR,Rice,2010,Autumn,bihar,samastipur
Bihar,SAMASTIPUR,Arhar/Tur,2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Jute,2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Mesta,2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Moong(Green Gram),2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Other Kharif pulses,2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Ragi,2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Sesamum,2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Small millets,2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Urad,2010,Kharif,bihar,samastipur
Bihar,SAMASTIPUR,Barley,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Gram,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Khesari,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Linseed,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Maize,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Masoor,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Peas & beans (Pulses),2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Rapeseed &Mustard,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Sunflower,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Wheat,2010,Rabi,bihar,samastipur
Bihar,SAMASTIPUR,Maize,2010,Summer,bihar,samastipur
Bihar,SAMASTIPUR,Moong(Green Gram),2010,Summer,bihar,samastipur
Bihar,SAMASTIPUR,Rice,2010,Summer,bihar,samastipur
Bihar,SAMASTIPUR,Sugarcane,2010,Whole Year,bihar,samastipur
Bihar,SAMASTIPUR,Tobacco,2010,Whole Year,bihar,samastipur
Bihar,SAMASTIPUR,Rice,2010,Winter,bihar,samastipur
Bihar,SARAN,Maize,2010,Autumn,bihar,saran
Bihar,SARAN,Rice,2010,Autumn,bihar,saran
Bihar,SARAN,Arhar/Tur,2010,Kharif,bihar,saran
Bihar,SARAN,Mesta,2010,Kharif,bihar,saran
Bihar,SARAN,Ragi,2010,Kharif,bihar,saran
Bihar,SARAN,Small millets,2010,Kharif,bihar,saran
Bihar,SARAN,Urad,2010,Kharif,bihar,saran
Bihar,SARAN,Gram,2010,Rabi,bihar,saran
Bihar,SARAN,Khesari,2010,Rabi,bihar,saran
Bihar,SARAN,Linseed,2010,Rabi,bihar,saran
Bihar,SARAN,Maize,2010,Rabi,bihar,saran
Bihar,SARAN,Masoor,2010,Rabi,bihar,saran
Bihar,SARAN,Other  Rabi pulses,2010,Rabi,bihar,saran
Bihar,SARAN,Peas & beans (Pulses),2010,Rabi,bihar,saran
Bihar,SARAN,Rapeseed &Mustard,2010,Rabi,bihar,saran
Bihar,SARAN,Sunflower,2010,Rabi,bihar,saran
Bihar,SARAN,Wheat,2010,Rabi,bihar,saran
Bihar,SARAN,Maize,2010,Summer,bihar,saran
Bihar,SARAN,Moong(Green Gram),2010,Summer,bihar,saran
Bihar,SARAN,Rice,2010,Summer,bihar,saran
Bihar,SARAN,Sugarcane,2010,Whole Year,bihar,saran
Bihar,SARAN,Rice,2010,Winter,bihar,saran
Bihar,SHEIKHPURA,Maize,2010,Autumn,bihar,sheikhpura
Bihar,SHEIKHPURA,Arhar/Tur,2010,Kharif,bihar,sheikhpura
Bihar,SHEIKHPURA,Sesamum,2010,Kharif,bihar,sheikhpura
Bihar,SHEIKHPURA,Barley,2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Gram,2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Khesari,2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Linseed,2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Maize,2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Masoor,2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Peas & beans (Pulses),2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Rapeseed &Mustard,2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Wheat,2010,Rabi,bihar,sheikhpura
Bihar,SHEIKHPURA,Maize,2010,Summer,bihar,sheikhpura
Bihar,SHEIKHPURA,Sugarcane,2010,Whole Year,bihar,sheikhpura
Bihar,SHEIKHPURA,Rice,2010,Winter,bihar,sheikhpura
Bihar,SHEOHAR,Maize,2010,Autumn,bihar,sheohar
Bihar,SHEOHAR,Rice,2010,Autumn,bihar,sheohar
Bihar,SHEOHAR,Arhar/Tur,2010,Kharif,bihar,sheohar
Bihar,SHEOHAR,Moong(Green Gram),2010,Kharif,bihar,sheohar
Bihar,SHEOHAR,Ragi,2010,Kharif,bihar,sheohar
Bihar,SHEOHAR,Sesamum,2010,Kharif,bihar,sheohar
Bihar,SHEOHAR,Small millets,2010,Kharif,bihar,sheohar
Bihar,SHEOHAR,Khesari,2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Linseed,2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Maize,2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Masoor,2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Other  Rabi pulses,2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Peas & beans (Pulses),2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Rapeseed &Mustard,2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Sunflower,2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Wheat,2010,Rabi,bihar,sheohar
Bihar,SHEOHAR,Maize,2010,Summer,bihar,sheohar
Bihar,SHEOHAR,Moong(Green Gram),2010,Summer,bihar,sheohar
Bihar,SHEOHAR,Sugarcane,2010,Whole Year,bihar,sheohar
Bihar,SHEOHAR,Tobacco,2010,Whole Year,bihar,sheohar
Bihar,SHEOHAR,Rice,2010,Winter,bihar,sheohar
Bihar,SITAMARHI,Maize,2010,Autumn,bihar,sitamarhi
Bihar,SITAMARHI,Rice,2010,Autumn,bihar,sitamarhi
Bihar,SITAMARHI,Arhar/Tur,2010,Kharif,bihar,sitamarhi
Bihar,SITAMARHI,Bajra,2010,Kharif,bihar,sitamarhi
Bihar,SITAMARHI,Groundnut,2010,Kharif,bihar,sitamarhi
Bihar,SITAMARHI,Mesta,2010,Kharif,bihar,sitamarhi
Bihar,SITAMARHI,Moong(Green Gram),2010,Kharif,bihar,sitamarhi
Bihar,SITAMARHI,Ragi,2010,Kharif,bihar,sitamarhi
Bihar,SITAMARHI,Safflower,2010,Kharif,bihar,sitamarhi
Bihar,SITAMARHI,Urad,2010,Kharif,bihar,sitamarhi
Bihar,SITAMARHI,Barley,2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Khesari,2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Linseed,2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Maize,2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Masoor,2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Other  Rabi pulses,2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Peas & beans (Pulses),2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Rapeseed &Mustard,2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Wheat,2010,Rabi,bihar,sitamarhi
Bihar,SITAMARHI,Maize,2010,Summer,bihar,sitamarhi
Bihar,SITAMARHI,Moong(Green Gram),2010,Summer,bihar,sitamarhi
Bihar,SITAMARHI,Rice,2010,Summer,bihar,sitamarhi
Bihar,SITAMARHI,Sugarcane,2010,Whole Year,bihar,sitamarhi
Bihar,SITAMARHI,Rice,2010,Winter,bihar,sitamarhi
Bihar,SIWAN,Maize,2010,Autumn,bihar,siwan
Bihar,SIWAN,Rice,2010,Autumn,bihar,siwan
Bihar,SIWAN,Arhar/Tur,2010,Kharif,bihar,siwan
Bihar,SIWAN,Bajra,2010,Kharif,bihar,siwan
Bihar,SIWAN,Jowar,2010,Kharif,bihar,siwan
Bihar,SIWAN,Mesta,2010,Kharif,bihar,siwan
Bihar,SIWAN,Other Kharif pulses,2010,Kharif,bihar,siwan
Bihar,SIWAN,Ragi,2010,Kharif,bihar,siwan
Bihar,SIWAN,Sesamum,2010,Kharif,bihar,siwan
Bihar,SIWAN,Small millets,2010,Kharif,bihar,siwan
Bihar,SIWAN,Urad,2010,Kharif,bihar,siwan
Bihar,SIWAN,Barley,2010,Rabi,bihar,siwan
Bihar,SIWAN,Gram,2010,Rabi,bihar,siwan
Bihar,SIWAN,Linseed,2010,Rabi,bihar,siwan
Bihar,SIWAN,Maize,2010,Rabi,bihar,siwan
Bihar,SIWAN,Masoor,2010,Rabi,bihar,siwan
Bihar,SIWAN,Other  Rabi pulses,2010,Rabi,bihar,siwan
Bihar,SIWAN,Peas & beans (Pulses),2010,Rabi,bihar,siwan
Bihar,SIWAN,Rapeseed &Mustard,2010,Rabi,bihar,siwan
Bihar,SIWAN,Wheat,2010,Rabi,bihar,siwan
Bihar,SIWAN,Maize,2010,Summer,bihar,siwan
Bihar,SIWAN,Moong(Green Gram),2010,Summer,bihar,siwan
Bihar,SIWAN,Sugarcane,2010,Whole Year,bihar,siwan
Bihar,SIWAN,Tobacco,2010,Whole Year,bihar,siwan
Bihar,SIWAN,Rice,2010,Winter,bihar,siwan
Bihar,SUPAUL,Maize,2010,Autumn,bihar,supaul
Bihar,SUPAUL,Rice,2010,Autumn,bihar,supaul
Bihar,SUPAUL,Arhar/Tur,2010,Kharif,bihar,supaul
Bihar,SUPAUL,Horse-gram,2010,Kharif,bihar,supaul
Bihar,SUPAUL,Jute,2010,Kharif,bihar,supaul
Bihar,SUPAUL,Mesta,2010,Kharif,bihar,supaul
Bihar,SUPAUL,Moong(Green Gram),2010,Kharif,bihar,supaul
Bihar,SUPAUL,Other Kharif pulses,2010,Kharif,bihar,supaul
Bihar,SUPAUL,Ragi,2010,Kharif,bihar,supaul
Bihar,SUPAUL,Sesamum,2010,Kharif,bihar,supaul
Bihar,SUPAUL,Urad,2010,Kharif,bihar,supaul
Bihar,SUPAUL,Gram,2010,Rabi,bihar,supaul
Bihar,SUPAUL,Khesari,2010,Rabi,bihar,supaul
Bihar,SUPAUL,Linseed,2010,Rabi,bihar,supaul
Bihar,SUPAUL,Maize,2010,Rabi,bihar,supaul
Bihar,SUPAUL,Masoor,2010,Rabi,bihar,supaul
